Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov  ,BOOTCAMP,18-11-2025,10:23:01,0:24:05,0.00,154,,,,,314,,,,,,,,,,"5000m row
time: 19:31 min
341 cals
pace: 1010-1050 cals/hour",None,None,182,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:00,170,,,,,,,,,
,00:12:01,169,,,,,,,,,
,00:12:02,170,,,,,,,,,
,00:12:03,170,,,,,,,,,
,00:12:04,170,,,,,,,,,
,00:12:05,170,,,,,,,,,
,00:12:06,170,,,,,,,,,
,00:12:07,170,,,,,,,,,
,00:12:08,169,,,,,,,,,
,00:12:09,170,,,,,,,,,
,00:12:10,170,,,,,,,,,
,00:12:11,169,,,,,,,,,
,00:12:12,169,,,,,,,,,
,00:12:13,169,,,,,,,,,
,00:12:14,169,,,,,,,,,
,00:12:15,170,,,,,,,,,
,00:12:16,170,,,,,,,,,
,00:12:17,170,,,,,,,,,
,00:12:18,170,,,,,,,,,
,00:12:19,169,,,,,,,,,
,00:12:20,170,,,,,,,,,
,00:12:21,170,,,,,,,,,
,00:12:22,170,,,,,,,,,
,00:12:23,170,,,,,,,,,
,00:12:24,170,,,,,,,,,
,00:12:25,170,,,,,,,,,
,00:12:26,170,,,,,,,,,
,00:12:27,170,,,,,,,,,
,00:12:28,170,,,,,,,,,
,00:12:29,170,,,,,,,,,
,00:12:30,170,,,,,,,,,
,00:12:31,170,,,,,,,,,
,00:12:32,170,,,,,,,,,
,00:12:33,170,,,,,,,,,
,00:12:34,170,,,,,,,,,
,00:12:35,171,,,,,,,,,
,00:12:36,171,,,,,,,,,
,00:12:37,171,,,,,,,,,
,00:12:38,171,,,,,,,,,
,00:12:39,171,,,,,,,,,
,00:12:40,171,,,,,,,,,
,00:12:41,170,,,,,,,,,
,00:12:42,171,,,,,,,,,
,00:12:43,171,,,,,,,,,
,00:12:44,171,,,,,,,,,
,00:12:45,171,,,,,,,,,
,00:12:46,171,,,,,,,,,
,00:12:47,172,,,,,,,,,
,00:12:48,172,,,,,,,,,
,00:12:49,172,,,,,,,,,
,00:12:50,171,,,,,,,,,
,00:12:51,172,,,,,,,,,
,00:12:52,172,,,,,,,,,
,00:12:53,171,,,,,,,,,
,00:12:54,172,,,,,,,,,
,00:12:55,172,,,,,,,,,
,00:12:56,172,,,,,,,,,
,00:12:57,172,,,,,,,,,
,00:12:58,172,,,,,,,,,
,00:12:59,172,,,,,,,,,
,00:13:00,172,,,,,,,,,
,00:13:01,172,,,,,,,,,
,00:13:02,172,,,,,,,,,
,00:13:03,172,,,,,,,,,
,00:13:04,172,,,,,,,,,
,00:13:05,172,,,,,,,,,
,00:13:06,172,,,,,,,,,
,00:13:07,172,,,,,,,,,
,00:13:08,172,,,,,,,,,
,00:13:09,172,,,,,,,,,
,00:13:10,172,,,,,,,,,
,00:13:11,172,,,,,,,,,
,00:13:12,172,,,,,,,,,
,00:13:13,172,,,,,,,,,
,00:13:14,172,,,,,,,,,
,00:13:15,172,,,,,,,,,
,00:13:16,172,,,,,,,,,
,00:13:17,172,,,,,,,,,
,00:13:18,172,,,,,,,,,
,00:13:19,172,,,,,,,,,
,00:13:20,172,,,,,,,,,
,00:13:21,172,,,,,,,,,
,00:13:22,172,,,,,,,,,
,00:13:23,172,,,,,,,,,
,00:13:24,173,,,,,,,,,
,00:13:25,172,,,,,,,,,
,00:13:26,172,,,,,,,,,
,00:13:27,172,,,,,,,,,
,00:13:28,173,,,,,,,,,
,00:13:29,173,,,,,,,,,
,00:13:30,172,,,,,,,,,
,00:13:31,172,,,,,,,,,
,00:13:32,172,,,,,,,,,
,00:13:33,172,,,,,,,,,
,00:13:34,172,,,,,,,,,
,00:13:35,172,,,,,,,,,
,00:13:36,172,,,,,,,,,
,00:13:37,172,,,,,,,,,
,00:13:38,173,,,,,,,,,
,00:13:39,173,,,,,,,,,
,00:13:40,172,,,,,,,,,
,00:13:41,173,,,,,,,,,
,00:13:42,173,,,,,,,,,
,00:13:43,173,,,,,,,,,
,00:13:44,173,,,,,,,,,
,00:13:45,173,,,,,,,,,
,00:13:46,173,,,,,,,,,
,00:13:47,173,,,,,,,,,
,00:13:48,173,,,,,,,,,
,00:13:49,173,,,,,,,,,
,00:13:50,173,,,,,,,,,
,00:13:51,173,,,,,,,,,
,00:13:52,173,,,,,,,,,
,00:13:53,173,,,,,,,,,
,00:13:54,173,,,,,,,,,
,00:13:55,173,,,,,,,,,
,00:13:56,173,,,,,,,,,
,00:13:57,173,,,,,,,,,
,00:13:58,173,,,,,,,,,
,00:13:59,173,,,,,,,,,
,00:14:00,174,,,,,,,,,
,00:14:01,173,,,,,,,,,
,00:14:02,174,,,,,,,,,
,00:14:03,174,,,,,,,,,
,00:14:04,174,,,,,,,,,
,00:14:05,174,,,,,,,,,
,00:14:06,174,,,,,,,,,
,00:14:07,174,,,,,,,,,
,00:14:08,175,,,,,,,,,
,00:14:09,175,,,,,,,,,
,00:14:10,174,,,,,,,,,
,00:14:11,175,,,,,,,,,
,00:14:12,174,,,,,,,,,
,00:14:13,175,,,,,,,,,
,00:14:14,174,,,,,,,,,
,00:14:15,174,,,,,,,,,
,00:14:16,174,,,,,,,,,
,00:14:17,174,,,,,,,,,
,00:14:18,174,,,,,,,,,
,00:14:19,174,,,,,,,,,
,00:14:20,174,,,,,,,,,
,00:14:21,174,,,,,,,,,
,00:14:22,173,,,,,,,,,
,00:14:23,174,,,,,,,,,
,00:14:24,174,,,,,,,,,
,00:14:25,173,,,,,,,,,
,00:14:26,174,,,,,,,,,
,00:14:27,173,,,,,,,,,
,00:14:28,174,,,,,,,,,
,00:14:29,173,,,,,,,,,
,00:14:30,173,,,,,,,,,
,00:14:31,173,,,,,,,,,
,00:14:32,173,,,,,,,,,
,00:14:33,173,,,,,,,,,
,00:14:34,173,,,,,,,,,
,00:14:35,173,,,,,,,,,
,00:14:36,173,,,,,,,,,
,00:14:37,173,,,,,,,,,
,00:14:38,173,,,,,,,,,
,00:14:39,173,,,,,,,,,
,00:14:40,173,,,,,,,,,
,00:14:41,173,,,,,,,,,
,00:14:42,173,,,,,,,,,
,00:14:43,172,,,,,,,,,
,00:14:44,172,,,,,,,,,
,00:14:45,173,,,,,,,,,
,00:14:46,173,,,,,,,,,
,00:14:47,173,,,,,,,,,
,00:14:48,173,,,,,,,,,
,00:14:49,173,,,,,,,,,
,00:14:50,173,,,,,,,,,
,00:14:51,174,,,,,,,,,
,00:14:52,173,,,,,,,,,
,00:14:53,173,,,,,,,,,
,00:14:54,173,,,,,,,,,
,00:14:55,174,,,,,,,,,
,00:14:56,174,,,,,,,,,
,00:14:57,174,,,,,,,,,
,00:14:58,174,,,,,,,,,
,00:14:59,173,,,,,,,,,
,00:15:00,174,,,,,,,,,
,00:15:01,174,,,,,,,,,
,00:15:02,174,,,,,,,,,
,00:15:03,174,,,,,,,,,
,00:15:04,174,,,,,,,,,
,00:15:05,174,,,,,,,,,
,00:15:06,175,,,,,,,,,
,00:15:07,174,,,,,,,,,
,00:15:08,174,,,,,,,,,
,00:15:09,174,,,,,,,,,
,00:15:10,174,,,,,,,,,
,00:15:11,174,,,,,,,,,
,00:15:12,174,,,,,,,,,
,00:15:13,174,,,,,,,,,
,00:15:14,174,,,,,,,,,
,00:15:15,174,,,,,,,,,
,00:15:16,174,,,,,,,,,
,00:15:17,174,,,,,,,,,
,00:15:18,174,,,,,,,,,
,00:15:19,174,,,,,,,,,
,00:15:20,174,,,,,,,,,
,00:15:21,174,,,,,,,,,
,00:15:22,174,,,,,,,,,
,00:15:23,174,,,,,,,,,
,00:15:24,174,,,,,,,,,
,00:15:25,174,,,,,,,,,
,00:15:26,174,,,,,,,,,
,00:15:27,175,,,,,,,,,
,00:15:28,174,,,,,,,,,
,00:15:29,174,,,,,,,,,
,00:15:30,174,,,,,,,,,
,00:15:31,174,,,,,,,,,
,00:15:32,174,,,,,,,,,
,00:15:33,174,,,,,,,,,
,00:15:34,174,,,,,,,,,
,00:15:35,173,,,,,,,,,
,00:15:36,174,,,,,,,,,
,00:15:37,174,,,,,,,,,
,00:15:38,174,,,,,,,,,
,00:15:39,174,,,,,,,,,
,00:15:40,174,,,,,,,,,
,00:15:41,174,,,,,,,,,
,00:15:42,173,,,,,,,,,
,00:15:43,174,,,,,,,,,
,00:15:44,173,,,,,,,,,
,00:15:45,173,,,,,,,,,
,00:15:46,174,,,,,,,,,
,00:15:47,174,,,,,,,,,
,00:15:48,174,,,,,,,,,
,00:15:49,174,,,,,,,,,
,00:15:50,174,,,,,,,,,
,00:15:51,174,,,,,,,,,
,00:15:52,174,,,,,,,,,
,00:15:53,174,,,,,,,,,
,00:15:54,174,,,,,,,,,
,00:15:55,174,,,,,,,,,
,00:15:56,174,,,,,,,,,
,00:15:57,174,,,,,,,,,
,00:15:58,174,,,,,,,,,
,00:15:59,174,,,,,,,,,
,00:16:00,174,,,,,,,,,
,00:16:01,174,,,,,,,,,
,00:16:02,174,,,,,,,,,
,00:16:03,174,,,,,,,,,
,00:16:04,174,,,,,,,,,
,00:16:05,174,,,,,,,,,
,00:16:06,174,,,,,,,,,
,00:16:07,174,,,,,,,,,
,00:16:08,174,,,,,,,,,
,00:16:09,174,,,,,,,,,
,00:16:10,174,,,,,,,,,
,00:16:11,174,,,,,,,,,
,00:16:12,175,,,,,,,,,
,00:16:13,174,,,,,,,,,
,00:16:14,174,,,,,,,,,
,00:16:15,174,,,,,,,,,
,00:16:16,174,,,,,,,,,
,00:16:17,174,,,,,,,,,
,00:16:18,174,,,,,,,,,
,00:16:19,174,,,,,,,,,
,00:16:20,175,,,,,,,,,
,00:16:21,174,,,,,,,,,
,00:16:22,174,,,,,,,,,
,00:16:23,175,,,,,,,,,
,00:16:24,174,,,,,,,,,
,00:16:25,175,,,,,,,,,
,00:16:26,175,,,,,,,,,
,00:16:27,175,,,,,,,,,
,00:16:28,175,,,,,,,,,
,00:16:29,175,,,,,,,,,
,00:16:30,175,,,,,,,,,
,00:16:31,175,,,,,,,,,
,00:16:32,175,,,,,,,,,
,00:16:33,175,,,,,,,,,
,00:16:34,175,,,,,,,,,
,00:16:35,176,,,,,,,,,
,00:16:36,175,,,,,,,,,
,00:16:37,175,,,,,,,,,
,00:16:38,175,,,,,,,,,
,00:16:39,176,,,,,,,,,
,00:16:40,176,,,,,,,,,
,00:16:41,175,,,,,,,,,
,00:16:42,176,,,,,,,,,
,00:16:43,175,,,,,,,,,
,00:16:44,175,,,,,,,,,
,00:16:45,176,,,,,,,,,
,00:16:46,175,,,,,,,,,
,00:16:47,175,,,,,,,,,
,00:16:48,175,,,,,,,,,
,00:16:49,175,,,,,,,,,
,00:16:50,176,,,,,,,,,
,00:16:51,176,,,,,,,,,
,00:16:52,176,,,,,,,,,
,00:16:53,176,,,,,,,,,
,00:16:54,176,,,,,,,,,
,00:16:55,175,,,,,,,,,
,00:16:56,175,,,,,,,,,
,00:16:57,176,,,,,,,,,
,00:16:58,176,,,,,,,,,
,00:16:59,176,,,,,,,,,
,00:17:00,175,,,,,,,,,
,00:17:01,175,,,,,,,,,
,00:17:02,176,,,,,,,,,
,00:17:03,175,,,,,,,,,
,00:17:04,175,,,,,,,,,
,00:17:05,175,,,,,,,,,
,00:17:06,175,,,,,,,,,
,00:17:07,176,,,,,,,,,
,00:17:08,175,,,,,,,,,
,00:17:09,175,,,,,,,,,
,00:17:10,175,,,,,,,,,
,00:17:11,175,,,,,,,,,
,00:17:12,175,,,,,,,,,
,00:17:13,175,,,,,,,,,
,00:17:14,175,,,,,,,,,
,00:17:15,175,,,,,,,,,
,00:17:16,175,,,,,,,,,
,00:17:17,175,,,,,,,,,
,00:17:18,174,,,,,,,,,
,00:17:19,174,,,,,,,,,
,00:17:20,174,,,,,,,,,
,00:17:21,174,,,,,,,,,
,00:17:22,174,,,,,,,,,
,00:17:23,174,,,,,,,,,
,00:17:24,174,,,,,,,,,
,00:17:25,174,,,,,,,,,
,00:17:26,174,,,,,,,,,
,00:17:27,175,,,,,,,,,
,00:17:28,175,,,,,,,,,
,00:17:29,175,,,,,,,,,
,00:17:30,175,,,,,,,,,
,00:17:31,175,,,,,,,,,
,00:17:32,175,,,,,,,,,
,00:17:33,175,,,,,,,,,
,00:17:34,175,,,,,,,,,
,00:17:35,175,,,,,,,,,
,00:17:36,175,,,,,,,,,
,00:17:37,175,,,,,,,,,
,00:17:38,175,,,,,,,,,
,00:17:39,175,,,,,,,,,
,00:17:40,175,,,,,,,,,
,00:17:41,175,,,,,,,,,
,00:17:42,175,,,,,,,,,
,00:17:43,175,,,,,,,,,
,00:17:44,175,,,,,,,,,
,00:17:45,175,,,,,,,,,
,00:17:46,175,,,,,,,,,
,00:17:47,176,,,,,,,,,
,00:17:48,175,,,,,,,,,
,00:17:49,175,,,,,,,,,
,00:17:50,176,,,,,,,,,
,00:17:51,175,,,,,,,,,
,00:17:52,176,,,,,,,,,
,00:17:53,176,,,,,,,,,
,00:17:54,175,,,,,,,,,
,00:17:55,176,,,,,,,,,
,00:17:56,175,,,,,,,,,
,00:17:57,175,,,,,,,,,
,00:17:58,175,,,,,,,,,
,00:17:59,175,,,,,,,,,
,00:18:00,174,,,,,,,,,
,00:18:01,175,,,,,,,,,
,00:18:02,175,,,,,,,,,
,00:18:03,175,,,,,,,,,
,00:18:04,175,,,,,,,,,
,00:18:05,175,,,,,,,,,
,00:18:06,175,,,,,,,,,
,00:18:07,174,,,,,,,,,
,00:18:08,175,,,,,,,,,
,00:18:09,175,,,,,,,,,
,00:18:10,175,,,,,,,,,
,00:18:11,175,,,,,,,,,
,00:18:12,175,,,,,,,,,
,00:18:13,175,,,,,,,,,
,00:18:14,175,,,,,,,,,
,00:18:15,175,,,,,,,,,
,00:18:16,176,,,,,,,,,
,00:18:17,175,,,,,,,,,
,00:18:18,175,,,,,,,,,
,00:18:19,175,,,,,,,,,
,00:18:20,176,,,,,,,,,
,00:18:21,176,,,,,,,,,
,00:18:22,176,,,,,,,,,
,00:18:23,176,,,,,,,,,
,00:18:24,176,,,,,,,,,
,00:18:25,176,,,,,,,,,
,00:18:26,176,,,,,,,,,
,00:18:27,176,,,,,,,,,
,00:18:28,176,,,,,,,,,
,00:18:29,176,,,,,,,,,
,00:18:30,176,,,,,,,,,
,00:18:31,177,,,,,,,,,
,00:18:32,177,,,,,,,,,
,00:18:33,176,,,,,,,,,
,00:18:34,176,,,,,,,,,
,00:18:35,176,,,,,,,,,
,00:18:36,177,,,,,,,,,
,00:18:37,177,,,,,,,,,
,00:18:38,177,,,,,,,,,
,00:18:39,177,,,,,,,,,
,00:18:40,177,,,,,,,,,
,00:18:41,177,,,,,,,,,
,00:18:42,178,,,,,,,,,
,00:18:43,177,,,,,,,,,
,00:18:44,177,,,,,,,,,
,00:18:45,178,,,,,,,,,
,00:18:46,177,,,,,,,,,
,00:18:47,178,,,,,,,,,
,00:18:48,178,,,,,,,,,
,00:18:49,178,,,,,,,,,
,00:18:50,178,,,,,,,,,
,00:18:51,178,,,,,,,,,
,00:18:52,177,,,,,,,,,
,00:18:53,178,,,,,,,,,
,00:18:54,178,,,,,,,,,
,00:18:55,177,,,,,,,,,
,00:18:56,178,,,,,,,,,
,00:18:57,178,,,,,,,,,
,00:18:58,178,,,,,,,,,
,00:18:59,178,,,,,,,,,
,00:19:00,179,,,,,,,,,
,00:19:01,178,,,,,,,,,
,00:19:02,178,,,,,,,,,
,00:19:03,179,,,,,,,,,
,00:19:04,178,,,,,,,,,
,00:19:05,178,,,,,,,,,
,00:19:06,178,,,,,,,,,
,00:19:07,178,,,,,,,,,
,00:19:08,178,,,,,,,,,
,00:19:09,177,,,,,,,,,
,00:19:10,178,,,,,,,,,
,00:19:11,177,,,,,,,,,
,00:19:12,178,,,,,,,,,
,00:19:13,178,,,,,,,,,
,00:19:14,178,,,,,,,,,
,00:19:15,178,,,,,,,,,
,00:19:16,178,,,,,,,,,
,00:19:17,178,,,,,,,,,
,00:19:18,178,,,,,,,,,
,00:19:19,178,,,,,,,,,
,00:19:20,178,,,,,,,,,
,00:19:21,178,,,,,,,,,
,00:19:22,178,,,,,,,,,
,00:19:23,178,,,,,,,,,
,00:19:24,177,,,,,,,,,
,00:19:25,177,,,,,,,,,
,00:19:26,177,,,,,,,,,
,00:19:27,177,,,,,,,,,
,00:19:28,177,,,,,,,,,
,00:19:29,177,,,,,,,,,
,00:19:30,177,,,,,,,,,
,00:19:31,177,,,,,,,,,
,00:19:32,177,,,,,,,,,
,00:19:33,177,,,,,,,,,
,00:19:34,177,,,,,,,,,
,00:19:35,177,,,,,,,,,
,00:19:36,177,,,,,,,,,
,00:19:37,177,,,,,,,,,
,00:19:38,177,,,,,,,,,
,00:19:39,177,,,,,,,,,
,00:19:40,177,,,,,,,,,
,00:19:41,178,,,,,,,,,
,00:19:42,178,,,,,,,,,
,00:19:43,177,,,,,,,,,
,00:19:44,178,,,,,,,,,
,00:19:45,178,,,,,,,,,
,00:19:46,178,,,,,,,,,
,00:19:47,178,,,,,,,,,
,00:19:48,177,,,,,,,,,
,00:19:49,178,,,,,,,,,
,00:19:50,178,,,,,,,,,
,00:19:51,177,,,,,,,,,
,00:19:52,178,,,,,,,,,
,00:19:53,178,,,,,,,,,
,00:19:54,178,,,,,,,,,
,00:19:55,178,,,,,,,,,
,00:19:56,178,,,,,,,,,
,00:19:57,178,,,,,,,,,
,00:19:58,178,,,,,,,,,
,00:19:59,178,,,,,,,,,
,00:20:00,178,,,,,,,,,
,00:20:01,178,,,,,,,,,
,00:20:02,178,,,,,,,,,
,00:20:03,178,,,,,,,,,
,00:20:04,179,,,,,,,,,
,00:20:05,178,,,,,,,,,
,00:20:06,178,,,,,,,,,
,00:20:07,179,,,,,,,,,
,00:20:08,178,,,,,,,,,
,00:20:09,179,,,,,,,,,
,00:20:10,179,,,,,,,,,
,00:20:11,179,,,,,,,,,
,00:20:12,179,,,,,,,,,
,00:20:13,179,,,,,,,,,
,00:20:14,179,,,,,,,,,
,00:20:15,179,,,,,,,,,
,00:20:16,179,,,,,,,,,
,00:20:17,179,,,,,,,,,
,00:20:18,179,,,,,,,,,
,00:20:19,180,,,,,,,,,
,00:20:20,179,,,,,,,,,
,00:20:21,179,,,,,,,,,
,00:20:22,180,,,,,,,,,
,00:20:23,179,,,,,,,,,
,00:20:24,179,,,,,,,,,
,00:20:25,179,,,,,,,,,
,00:20:26,179,,,,,,,,,
,00:20:27,179,,,,,,,,,
,00:20:28,179,,,,,,,,,
,00:20:29,179,,,,,,,,,
,00:20:30,180,,,,,,,,,
,00:20:31,179,,,,,,,,,
,00:20:32,179,,,,,,,,,
,00:20:33,180,,,,,,,,,
,00:20:34,179,,,,,,,,,
,00:20:35,179,,,,,,,,,
,00:20:36,179,,,,,,,,,
,00:20:37,179,,,,,,,,,
,00:20:38,179,,,,,,,,,
,00:20:39,179,,,,,,,,,
,00:20:40,179,,,,,,,,,
,00:20:41,180,,,,,,,,,
,00:20:42,180,,,,,,,,,
,00:20:43,180,,,,,,,,,
,00:20:44,180,,,,,,,,,
,00:20:45,179,,,,,,,,,
,00:20:46,180,,,,,,,,,
,00:20:47,180,,,,,,,,,
,00:20:48,180,,,,,,,,,
,00:20:49,180,,,,,,,,,
,00:20:50,180,,,,,,,,,
,00:20:51,180,,,,,,,,,
,00:20:52,180,,,,,,,,,
,00:20:53,180,,,,,,,,,
,00:20:54,180,,,,,,,,,
,00:20:55,180,,,,,,,,,
,00:20:56,180,,,,,,,,,
,00:20:57,181,,,,,,,,,
,00:20:58,181,,,,,,,,,
,00:20:59,181,,,,,,,,,
,00:21:00,181,,,,,,,,,
,00:21:01,180,,,,,,,,,
,00:21:02,180,,,,,,,,,
,00:21:03,180,,,,,,,,,
,00:21:04,180,,,,,,,,,
,00:21:05,181,,,,,,,,,
,00:21:06,180,,,,,,,,,
,00:21:07,181,,,,,,,,,
,00:21:08,181,,,,,,,,,
,00:21:09,180,,,,,,,,,
,00:21:10,181,,,,,,,,,
,00:21:11,180,,,,,,,,,
,00:21:12,181,,,,,,,,,
,00:21:13,181,,,,,,,,,
,00:21:14,181,,,,,,,,,
,00:21:15,181,,,,,,,,,
,00:21:16,181,,,,,,,,,
,00:21:17,181,,,,,,,,,
,00:21:18,181,,,,,,,,,
,00:21:19,181,,,,,,,,,
,00:21:20,181,,,,,,,,,
,00:21:21,181,,,,,,,,,
,00:21:22,181,,,,,,,,,
,00:21:23,181,,,,,,,,,
,00:21:24,181,,,,,,,,,
,00:21:25,181,,,,,,,,,
,00:21:26,181,,,,,,,,,
,00:21:27,182,,,,,,,,,
,00:21:28,181,,,,,,,,,
,00:21:29,181,,,,,,,,,
,00:21:30,181,,,,,,,,,
,00:21:31,181,,,,,,,,,
,00:21:32,181,,,,,,,,,
,00:21:33,181,,,,,,,,,
,00:21:34,181,,,,,,,,,
,00:21:35,181,,,,,,,,,
,00:21:36,181,,,,,,,,,
,00:21:37,181,,,,,,,,,
,00:21:38,181,,,,,,,,,
,00:21:39,181,,,,,,,,,
,00:21:40,181,,,,,,,,,
,00:21:41,181,,,,,,,,,
,00:21:42,181,,,,,,,,,
,00:21:43,181,,,,,,,,,
,00:21:44,181,,,,,,,,,
,00:21:45,181,,,,,,,,,
,00:21:46,181,,,,,,,,,
,00:21:47,181,,,,,,,,,
,00:21:48,182,,,,,,,,,
,00:21:49,181,,,,,,,,,
,00:21:50,181,,,,,,,,,
,00:21:51,181,,,,,,,,,
,00:21:52,181,,,,,,,,,
,00:21:53,181,,,,,,,,,
,00:21:54,180,,,,,,,,,
,00:21:55,180,,,,,,,,,
,00:21:56,179,,,,,,,,,
,00:21:57,179,,,,,,,,,
,00:21:58,178,,,,,,,,,
,00:21:59,178,,,,,,,,,
,00:22:00,178,,,,,,,,,
,00:22:01,178,,,,,,,,,
,00:22:02,177,,,,,,,,,
,00:22:03,176,,,,,,,,,
,00:22:04,175,,,,,,,,,
,00:22:05,175,,,,,,,,,
,00:22:06,174,,,,,,,,,
,00:22:07,173,,,,,,,,,
,00:22:08,173,,,,,,,,,
,00:22:09,172,,,,,,,,,
,00:22:10,171,,,,,,,,,
,00:22:11,170,,,,,,,,,
,00:22:12,170,,,,,,,,,
,00:22:13,170,,,,,,,,,
,00:22:14,170,,,,,,,,,
,00:22:15,170,,,,,,,,,
,00:22:16,170,,,,,,,,,
,00:22:17,169,,,,,,,,,
,00:22:18,169,,,,,,,,,
,00:22:19,169,,,,,,,,,
,00:22:20,168,,,,,,,,,
,00:22:21,167,,,,,,,,,
,00:22:22,166,,,,,,,,,
,00:22:23,165,,,,,,,,,
,00:22:24,163,,,,,,,,,
,00:22:25,162,,,,,,,,,
,00:22:26,161,,,,,,,,,
,00:22:27,160,,,,,,,,,
,00:22:28,159,,,,,,,,,
,00:22:29,156,,,,,,,,,
,00:22:30,155,,,,,,,,,
,00:22:31,153,,,,,,,,,
,00:22:32,152,,,,,,,,,
,00:22:33,151,,,,,,,,,
,00:22:34,151,,,,,,,,,
,00:22:35,151,,,,,,,,,
,00:22:36,151,,,,,,,,,
,00:22:37,150,,,,,,,,,
,00:22:38,149,,,,,,,,,
,00:22:39,148,,,,,,,,,
,00:22:40,147,,,,,,,,,
,00:22:41,146,,,,,,,,,
,00:22:42,144,,,,,,,,,
,00:22:43,143,,,,,,,,,
,00:22:44,142,,,,,,,,,
,00:22:45,140,,,,,,,,,
,00:22:46,139,,,,,,,,,
,00:22:47,138,,,,,,,,,
,00:22:48,137,,,,,,,,,
,00:22:49,136,,,,,,,,,
,00:22:50,135,,,,,,,,,
,00:22:51,135,,,,,,,,,
,00:22:52,135,,,,,,,,,
,00:22:53,135,,,,,,,,,
,00:22:54,135,,,,,,,,,
,00:22:55,134,,,,,,,,,
,00:22:56,134,,,,,,,,,
,00:22:57,133,,,,,,,,,
,00:22:58,132,,,,,,,,,
,00:22:59,132,,,,,,,,,
,00:23:00,131,,,,,,,,,
,00:23:01,131,,,,,,,,,
,00:23:02,130,,,,,,,,,
,00:23:03,130,,,,,,,,,
,00:23:04,129,,,,,,,,,
,00:23:05,128,,,,,,,,,
,00:23:06,127,,,,,,,,,
,00:23:07,126,,,,,,,,,
,00:23:08,125,,,,,,,,,
,00:23:09,125,,,,,,,,,
,00:23:10,125,,,,,,,,,
,00:23:11,125,,,,,,,,,
,00:23:12,125,,,,,,,,,
,00:23:13,124,,,,,,,,,
,00:23:14,124,,,,,,,,,
,00:23:15,125,,,,,,,,,
,00:23:16,126,,,,,,,,,
,00:23:17,126,,,,,,,,,
,00:23:18,127,,,,,,,,,
,00:23:19,127,,,,,,,,,
,00:23:20,128,,,,,,,,,
,00:23:21,129,,,,,,,,,
,00:23:22,130,,,,,,,,,
,00:23:23,130,,,,,,,,,
,00:23:24,129,,,,,,,,,
,00:23:25,129,,,,,,,,,
,00:23:26,128,,,,,,,,,
,00:23:27,128,,,,,,,,,
,00:23:28,127,,,,,,,,,
,00:23:29,127,,,,,,,,,
,00:23:30,127,,,,,,,,,
,00:23:31,127,,,,,,,,,
,00:23:32,127,,,,,,,,,
,00:23:33,126,,,,,,,,,
,00:23:34,126,,,,,,,,,
,00:23:35,125,,,,,,,,,
,00:23:36,125,,,,,,,,,
,00:23:37,124,,,,,,,,,
,00:23:38,124,,,,,,,,,
,00:23:39,124,,,,,,,,,
,00:23:40,123,,,,,,,,,
,00:23:41,123,,,,,,,,,
,00:23:42,123,,,,,,,,,
,00:23:43,123,,,,,,,,,
,00:23:44,122,,,,,,,,,
,00:23:45,122,,,,,,,,,
,00:23:46,122,,,,,,,,,
,00:23:47,123,,,,,,,,,
,00:23:48,123,,,,,,,,,
,00:23:49,123,,,,,,,,,
,00:23:50,123,,,,,,,,,
,00:23:51,124,,,,,,,,,
,00:23:52,124,,,,,,,,,
,00:23:53,124,,,,,,,,,
,00:23:54,124,,,,,,,,,
,00:23:55,124,,,,,,,,,
,00:23:56,123,,,,,,,,,
,00:23:57,122,,,,,,,,,
,00:23:58,122,,,,,,,,,
,00:23:59,121,,,,,,,,,
,00:24:00,121,,,,,,,,,
,00:24:01,120,,,,,,,,,
,00:24:02,120,,,,,,,,,
,00:24:03,119,,,,,,,,,
,00:24:04,118,,,,,,,,,
,00:24:05,117,,,,,,,,,
