Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,16-05-2025,18:04:33,00:46:30,,142,,,,,590,,,,,,,,,,"5 rounds back squat 1pause + 2 regular (100, 110, 115, 120, 120)
wod started at 18:34
50 box + 40 row + 30 PC @ 71kg",175.0,78.0,181,55,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:24:51,121,,,,,,,,,
,00:24:52,121,,,,,,,,,
,00:24:53,122,,,,,,,,,
,00:24:54,122,,,,,,,,,
,00:24:55,122,,,,,,,,,
,00:24:56,122,,,,,,,,,
,00:24:57,120,,,,,,,,,
,00:24:58,120,,,,,,,,,
,00:24:59,120,,,,,,,,,
,00:25:00,121,,,,,,,,,
,00:25:01,121,,,,,,,,,
,00:25:02,121,,,,,,,,,
,00:25:03,121,,,,,,,,,
,00:25:04,123,,,,,,,,,
,00:25:05,123,,,,,,,,,
,00:25:06,123,,,,,,,,,
,00:25:07,121,,,,,,,,,
,00:25:08,119,,,,,,,,,
,00:25:09,119,,,,,,,,,
,00:25:10,117,,,,,,,,,
,00:25:11,117,,,,,,,,,
,00:25:12,119,,,,,,,,,
,00:25:13,119,,,,,,,,,
,00:25:14,119,,,,,,,,,
,00:25:15,120,,,,,,,,,
,00:25:16,119,,,,,,,,,
,00:25:17,119,,,,,,,,,
,00:25:18,119,,,,,,,,,
,00:25:19,119,,,,,,,,,
,00:25:20,119,,,,,,,,,
,00:25:21,121,,,,,,,,,
,00:25:22,122,,,,,,,,,
,00:25:23,123,,,,,,,,,
,00:25:24,123,,,,,,,,,
,00:25:25,115,,,,,,,,,
,00:25:26,114,,,,,,,,,
,00:25:27,113,,,,,,,,,
,00:25:28,113,,,,,,,,,
,00:25:29,113,,,,,,,,,
,00:25:30,113,,,,,,,,,
,00:25:31,112,,,,,,,,,
,00:25:32,112,,,,,,,,,
,00:25:33,116,,,,,,,,,
,00:25:34,116,,,,,,,,,
,00:25:35,116,,,,,,,,,
,00:25:36,116,,,,,,,,,
,00:25:37,116,,,,,,,,,
,00:25:38,116,,,,,,,,,
,00:25:39,116,,,,,,,,,
,00:25:40,116,,,,,,,,,
,00:25:41,116,,,,,,,,,
,00:25:42,118,,,,,,,,,
,00:25:43,118,,,,,,,,,
,00:25:44,118,,,,,,,,,
,00:25:45,118,,,,,,,,,
,00:25:46,118,,,,,,,,,
,00:25:47,117,,,,,,,,,
,00:25:48,115,,,,,,,,,
,00:25:49,115,,,,,,,,,
,00:25:50,112,,,,,,,,,
,00:25:51,113,,,,,,,,,
,00:25:52,114,,,,,,,,,
,00:25:53,114,,,,,,,,,
,00:25:54,115,,,,,,,,,
,00:25:55,116,,,,,,,,,
,00:25:56,116,,,,,,,,,
,00:25:57,116,,,,,,,,,
,00:25:58,120,,,,,,,,,
,00:25:59,122,,,,,,,,,
,00:26:00,124,,,,,,,,,
,00:26:01,124,,,,,,,,,
,00:26:02,126,,,,,,,,,
,00:26:03,125,,,,,,,,,
,00:26:04,124,,,,,,,,,
,00:26:05,124,,,,,,,,,
,00:26:06,124,,,,,,,,,
,00:26:07,124,,,,,,,,,
,00:26:08,124,,,,,,,,,
,00:26:09,124,,,,,,,,,
,00:26:10,127,,,,,,,,,
,00:26:11,128,,,,,,,,,
,00:26:12,129,,,,,,,,,
,00:26:13,129,,,,,,,,,
,00:26:14,132,,,,,,,,,
,00:26:15,132,,,,,,,,,
,00:26:16,133,,,,,,,,,
,00:26:17,133,,,,,,,,,
,00:26:18,134,,,,,,,,,
,00:26:19,134,,,,,,,,,
,00:26:20,135,,,,,,,,,
,00:26:21,135,,,,,,,,,
,00:26:22,137,,,,,,,,,
,00:26:23,137,,,,,,,,,
,00:26:24,138,,,,,,,,,
,00:26:25,138,,,,,,,,,
,00:26:26,138,,,,,,,,,
,00:26:27,139,,,,,,,,,
,00:26:28,142,,,,,,,,,
,00:26:29,142,,,,,,,,,
,00:26:30,143,,,,,,,,,
,00:26:31,143,,,,,,,,,
,00:26:32,144,,,,,,,,,
,00:26:33,144,,,,,,,,,
,00:26:34,143,,,,,,,,,
,00:26:35,143,,,,,,,,,
,00:26:36,142,,,,,,,,,
,00:26:37,142,,,,,,,,,
,00:26:38,141,,,,,,,,,
,00:26:39,141,,,,,,,,,
,00:26:40,141,,,,,,,,,
,00:26:41,140,,,,,,,,,
,00:26:42,140,,,,,,,,,
,00:26:43,140,,,,,,,,,
,00:26:44,139,,,,,,,,,
,00:26:45,139,,,,,,,,,
,00:26:46,139,,,,,,,,,
,00:26:47,139,,,,,,,,,
,00:26:48,139,,,,,,,,,
,00:26:49,138,,,,,,,,,
,00:26:50,138,,,,,,,,,
,00:26:51,137,,,,,,,,,
,00:26:52,137,,,,,,,,,
,00:26:53,137,,,,,,,,,
,00:26:54,136,,,,,,,,,
,00:26:55,136,,,,,,,,,
,00:26:56,136,,,,,,,,,
,00:26:57,136,,,,,,,,,
,00:26:58,135,,,,,,,,,
,00:26:59,133,,,,,,,,,
,00:27:00,131,,,,,,,,,
,00:27:01,131,,,,,,,,,
,00:27:02,128,,,,,,,,,
,00:27:03,128,,,,,,,,,
,00:27:04,129,,,,,,,,,
,00:27:05,129,,,,,,,,,
,00:27:06,129,,,,,,,,,
,00:27:07,130,,,,,,,,,
,00:27:08,130,,,,,,,,,
,00:27:09,130,,,,,,,,,
,00:27:10,125,,,,,,,,,
,00:27:11,122,,,,,,,,,
,00:27:12,122,,,,,,,,,
,00:27:13,126,,,,,,,,,
,00:27:14,127,,,,,,,,,
,00:27:15,127,,,,,,,,,
,00:27:16,130,,,,,,,,,
,00:27:17,130,,,,,,,,,
,00:27:18,132,,,,,,,,,
,00:27:19,132,,,,,,,,,
,00:27:20,134,,,,,,,,,
,00:27:21,134,,,,,,,,,
,00:27:22,135,,,,,,,,,
,00:27:23,136,,,,,,,,,
,00:27:24,138,,,,,,,,,
,00:27:25,138,,,,,,,,,
,00:27:26,139,,,,,,,,,
,00:27:27,139,,,,,,,,,
,00:27:28,141,,,,,,,,,
,00:27:29,141,,,,,,,,,
,00:27:30,141,,,,,,,,,
,00:27:31,141,,,,,,,,,
,00:27:32,141,,,,,,,,,
,00:27:33,141,,,,,,,,,
,00:27:34,141,,,,,,,,,
,00:27:35,141,,,,,,,,,
,00:27:36,141,,,,,,,,,
,00:27:37,140,,,,,,,,,
,00:27:38,140,,,,,,,,,
,00:27:39,140,,,,,,,,,
,00:27:40,139,,,,,,,,,
,00:27:41,138,,,,,,,,,
,00:27:42,138,,,,,,,,,
,00:27:43,138,,,,,,,,,
,00:27:44,138,,,,,,,,,
,00:27:45,138,,,,,,,,,
,00:27:46,137,,,,,,,,,
,00:27:47,137,,,,,,,,,
,00:27:48,137,,,,,,,,,
,00:27:49,137,,,,,,,,,
,00:27:50,137,,,,,,,,,
,00:27:51,137,,,,,,,,,
,00:27:52,137,,,,,,,,,
,00:27:53,137,,,,,,,,,
,00:27:54,137,,,,,,,,,
,00:27:55,137,,,,,,,,,
,00:27:56,137,,,,,,,,,
,00:27:57,137,,,,,,,,,
,00:27:58,137,,,,,,,,,
,00:27:59,137,,,,,,,,,
,00:28:00,137,,,,,,,,,
,00:28:01,137,,,,,,,,,
,00:28:02,137,,,,,,,,,
,00:28:03,138,,,,,,,,,
,00:28:04,136,,,,,,,,,
,00:28:05,136,,,,,,,,,
,00:28:06,133,,,,,,,,,
,00:28:07,132,,,,,,,,,
,00:28:08,132,,,,,,,,,
,00:28:09,131,,,,,,,,,
,00:28:10,131,,,,,,,,,
,00:28:11,131,,,,,,,,,
,00:28:12,130,,,,,,,,,
,00:28:13,130,,,,,,,,,
,00:28:14,130,,,,,,,,,
,00:28:15,129,,,,,,,,,
,00:28:16,129,,,,,,,,,
,00:28:17,129,,,,,,,,,
,00:28:18,129,,,,,,,,,
,00:28:19,128,,,,,,,,,
,00:28:20,128,,,,,,,,,
,00:28:21,125,,,,,,,,,
,00:28:22,125,,,,,,,,,
,00:28:23,126,,,,,,,,,
,00:28:24,126,,,,,,,,,
,00:28:25,125,,,,,,,,,
,00:28:26,125,,,,,,,,,
,00:28:27,124,,,,,,,,,
,00:28:28,121,,,,,,,,,
,00:28:29,121,,,,,,,,,
,00:28:30,120,,,,,,,,,
,00:28:31,120,,,,,,,,,
,00:28:32,121,,,,,,,,,
,00:28:33,121,,,,,,,,,
,00:28:34,122,,,,,,,,,
,00:28:35,124,,,,,,,,,
,00:28:36,124,,,,,,,,,
,00:28:37,128,,,,,,,,,
,00:28:38,127,,,,,,,,,
,00:28:39,127,,,,,,,,,
,00:28:40,128,,,,,,,,,
,00:28:41,129,,,,,,,,,
,00:28:42,129,,,,,,,,,
,00:28:43,129,,,,,,,,,
,00:28:44,130,,,,,,,,,
,00:28:45,130,,,,,,,,,
,00:28:46,128,,,,,,,,,
,00:28:47,126,,,,,,,,,
,00:28:48,126,,,,,,,,,
,00:28:49,125,,,,,,,,,
,00:28:50,125,,,,,,,,,
,00:28:51,128,,,,,,,,,
,00:28:52,128,,,,,,,,,
,00:28:53,129,,,,,,,,,
,00:28:54,129,,,,,,,,,
,00:28:55,130,,,,,,,,,
,00:28:56,129,,,,,,,,,
,00:28:57,129,,,,,,,,,
,00:28:58,129,,,,,,,,,
,00:28:59,128,,,,,,,,,
,00:29:00,129,,,,,,,,,
,00:29:01,129,,,,,,,,,
,00:29:02,130,,,,,,,,,
,00:29:03,130,,,,,,,,,
,00:29:04,130,,,,,,,,,
,00:29:05,130,,,,,,,,,
,00:29:06,128,,,,,,,,,
,00:29:07,128,,,,,,,,,
,00:29:08,128,,,,,,,,,
,00:29:09,128,,,,,,,,,
,00:29:10,130,,,,,,,,,
,00:29:11,131,,,,,,,,,
,00:29:12,132,,,,,,,,,
,00:29:13,132,,,,,,,,,
,00:29:14,133,,,,,,,,,
,00:29:15,133,,,,,,,,,
,00:29:16,133,,,,,,,,,
,00:29:17,135,,,,,,,,,
,00:29:18,135,,,,,,,,,
,00:29:19,137,,,,,,,,,
,00:29:20,137,,,,,,,,,
,00:29:21,140,,,,,,,,,
,00:29:22,140,,,,,,,,,
,00:29:23,142,,,,,,,,,
,00:29:24,142,,,,,,,,,
,00:29:25,145,,,,,,,,,
,00:29:26,146,,,,,,,,,
,00:29:27,146,,,,,,,,,
,00:29:28,147,,,,,,,,,
,00:29:29,148,,,,,,,,,
,00:29:30,148,,,,,,,,,
,00:29:31,148,,,,,,,,,
,00:29:32,147,,,,,,,,,
,00:29:33,145,,,,,,,,,
,00:29:34,145,,,,,,,,,
,00:29:35,142,,,,,,,,,
,00:29:36,142,,,,,,,,,
,00:29:37,140,,,,,,,,,
,00:29:38,140,,,,,,,,,
,00:29:39,140,,,,,,,,,
,00:29:40,140,,,,,,,,,
,00:29:41,141,,,,,,,,,
,00:29:42,141,,,,,,,,,
,00:29:43,141,,,,,,,,,
,00:29:44,143,,,,,,,,,
,00:29:45,144,,,,,,,,,
,00:29:46,144,,,,,,,,,
,00:29:47,143,,,,,,,,,
,00:29:48,144,,,,,,,,,
,00:29:49,144,,,,,,,,,
,00:29:50,144,,,,,,,,,
,00:29:51,144,,,,,,,,,
,00:29:52,144,,,,,,,,,
,00:29:53,144,,,,,,,,,
,00:29:54,142,,,,,,,,,
,00:29:55,142,,,,,,,,,
,00:29:56,140,,,,,,,,,
,00:29:57,140,,,,,,,,,
,00:29:58,140,,,,,,,,,
,00:29:59,139,,,,,,,,,
,00:30:00,140,,,,,,,,,
,00:30:01,140,,,,,,,,,
,00:30:02,140,,,,,,,,,
,00:30:03,141,,,,,,,,,
,00:30:04,141,,,,,,,,,
,00:30:05,141,,,,,,,,,
,00:30:06,140,,,,,,,,,
,00:30:07,140,,,,,,,,,
,00:30:08,139,,,,,,,,,
,00:30:09,139,,,,,,,,,
,00:30:10,139,,,,,,,,,
,00:30:11,139,,,,,,,,,
,00:30:12,139,,,,,,,,,
,00:30:13,138,,,,,,,,,
,00:30:14,138,,,,,,,,,
,00:30:15,125,,,,,,,,,
,00:30:16,121,,,,,,,,,
,00:30:17,121,,,,,,,,,
,00:30:18,120,,,,,,,,,
,00:30:19,120,,,,,,,,,
,00:30:20,123,,,,,,,,,
,00:30:21,123,,,,,,,,,
,00:30:22,124,,,,,,,,,
,00:30:23,122,,,,,,,,,
,00:30:24,122,,,,,,,,,
,00:30:25,118,,,,,,,,,
,00:30:26,118,,,,,,,,,
,00:30:27,118,,,,,,,,,
,00:30:28,120,,,,,,,,,
,00:30:29,120,,,,,,,,,
,00:30:30,120,,,,,,,,,
,00:30:31,120,,,,,,,,,
,00:30:32,117,,,,,,,,,
,00:30:33,114,,,,,,,,,
,00:30:34,112,,,,,,,,,
,00:30:35,113,,,,,,,,,
,00:30:36,113,,,,,,,,,
,00:30:37,113,,,,,,,,,
,00:30:38,119,,,,,,,,,
,00:30:39,119,,,,,,,,,
,00:30:40,121,,,,,,,,,
,00:30:41,121,,,,,,,,,
,00:30:42,121,,,,,,,,,
,00:30:43,117,,,,,,,,,
,00:30:44,117,,,,,,,,,
,00:30:45,116,,,,,,,,,
,00:30:46,118,,,,,,,,,
,00:30:47,121,,,,,,,,,
,00:30:48,121,,,,,,,,,
,00:30:49,126,,,,,,,,,
,00:30:50,126,,,,,,,,,
,00:30:51,127,,,,,,,,,
,00:30:52,127,,,,,,,,,
,00:30:53,129,,,,,,,,,
,00:30:54,130,,,,,,,,,
,00:30:55,130,,,,,,,,,
,00:30:56,132,,,,,,,,,
,00:30:57,135,,,,,,,,,
,00:30:58,137,,,,,,,,,
,00:30:59,137,,,,,,,,,
,00:31:00,138,,,,,,,,,
,00:31:01,138,,,,,,,,,
,00:31:02,138,,,,,,,,,
,00:31:03,140,,,,,,,,,
,00:31:04,142,,,,,,,,,
,00:31:05,142,,,,,,,,,
,00:31:06,140,,,,,,,,,
,00:31:07,140,,,,,,,,,
,00:31:08,138,,,,,,,,,
,00:31:09,138,,,,,,,,,
,00:31:10,136,,,,,,,,,
,00:31:11,136,,,,,,,,,
,00:31:12,136,,,,,,,,,
,00:31:13,136,,,,,,,,,
,00:31:14,136,,,,,,,,,
,00:31:15,136,,,,,,,,,
,00:31:16,135,,,,,,,,,
,00:31:17,134,,,,,,,,,
,00:31:18,134,,,,,,,,,
,00:31:19,134,,,,,,,,,
,00:31:20,134,,,,,,,,,
,00:31:21,134,,,,,,,,,
,00:31:22,134,,,,,,,,,
,00:31:23,131,,,,,,,,,
,00:31:24,130,,,,,,,,,
,00:31:25,130,,,,,,,,,
,00:31:26,129,,,,,,,,,
,00:31:27,129,,,,,,,,,
,00:31:28,129,,,,,,,,,
,00:31:29,129,,,,,,,,,
,00:31:30,129,,,,,,,,,
,00:31:31,129,,,,,,,,,
,00:31:32,125,,,,,,,,,
,00:31:33,125,,,,,,,,,
,00:31:34,122,,,,,,,,,
,00:31:35,122,,,,,,,,,
,00:31:36,122,,,,,,,,,
,00:31:37,122,,,,,,,,,
,00:31:38,122,,,,,,,,,
,00:31:39,122,,,,,,,,,
,00:31:40,125,,,,,,,,,
,00:31:41,125,,,,,,,,,
,00:31:42,125,,,,,,,,,
,00:31:43,118,,,,,,,,,
,00:31:44,118,,,,,,,,,
,00:31:45,115,,,,,,,,,
,00:31:46,115,,,,,,,,,
,00:31:47,117,,,,,,,,,
,00:31:48,118,,,,,,,,,
,00:31:49,118,,,,,,,,,
,00:31:50,119,,,,,,,,,
,00:31:51,119,,,,,,,,,
,00:31:52,121,,,,,,,,,
,00:31:53,119,,,,,,,,,
,00:31:54,119,,,,,,,,,
,00:31:55,114,,,,,,,,,
,00:31:56,114,,,,,,,,,
,00:31:57,114,,,,,,,,,
,00:31:58,112,,,,,,,,,
,00:31:59,113,,,,,,,,,
,00:32:00,113,,,,,,,,,
,00:32:01,115,,,,,,,,,
,00:32:02,115,,,,,,,,,
,00:32:03,115,,,,,,,,,
,00:32:04,115,,,,,,,,,
,00:32:05,115,,,,,,,,,
,00:32:06,115,,,,,,,,,
,00:32:07,116,,,,,,,,,
,00:32:08,119,,,,,,,,,
,00:32:09,126,,,,,,,,,
,00:32:10,126,,,,,,,,,
,00:32:11,130,,,,,,,,,
,00:32:12,130,,,,,,,,,
,00:32:13,132,,,,,,,,,
,00:32:14,137,,,,,,,,,
,00:32:15,137,,,,,,,,,
,00:32:16,138,,,,,,,,,
,00:32:17,138,,,,,,,,,
,00:32:18,144,,,,,,,,,
,00:32:19,144,,,,,,,,,
,00:32:20,144,,,,,,,,,
,00:32:21,144,,,,,,,,,
,00:32:22,146,,,,,,,,,
,00:32:23,146,,,,,,,,,
,00:32:24,146,,,,,,,,,
,00:32:25,147,,,,,,,,,
,00:32:26,147,,,,,,,,,
,00:32:27,147,,,,,,,,,
,00:32:28,147,,,,,,,,,
,00:32:29,147,,,,,,,,,
,00:32:30,148,,,,,,,,,
,00:32:31,148,,,,,,,,,
,00:32:32,149,,,,,,,,,
,00:32:33,149,,,,,,,,,
,00:32:34,150,,,,,,,,,
,00:32:35,150,,,,,,,,,
,00:32:36,152,,,,,,,,,
,00:32:37,152,,,,,,,,,
,00:32:38,152,,,,,,,,,
,00:32:39,153,,,,,,,,,
,00:32:40,154,,,,,,,,,
,00:32:41,154,,,,,,,,,
,00:32:42,155,,,,,,,,,
,00:32:43,155,,,,,,,,,
,00:32:44,156,,,,,,,,,
,00:32:45,156,,,,,,,,,
,00:32:46,158,,,,,,,,,
,00:32:47,158,,,,,,,,,
,00:32:48,159,,,,,,,,,
,00:32:49,159,,,,,,,,,
,00:32:50,159,,,,,,,,,
,00:32:51,161,,,,,,,,,
,00:32:52,161,,,,,,,,,
,00:32:53,162,,,,,,,,,
,00:32:54,162,,,,,,,,,
,00:32:55,163,,,,,,,,,
,00:32:56,163,,,,,,,,,
,00:32:57,163,,,,,,,,,
,00:32:58,163,,,,,,,,,
,00:32:59,163,,,,,,,,,
,00:33:00,165,,,,,,,,,
,00:33:01,165,,,,,,,,,
,00:33:02,165,,,,,,,,,
,00:33:03,165,,,,,,,,,
,00:33:04,165,,,,,,,,,
,00:33:05,165,,,,,,,,,
,00:33:06,165,,,,,,,,,
,00:33:07,166,,,,,,,,,
,00:33:08,166,,,,,,,,,
,00:33:09,166,,,,,,,,,
,00:33:10,166,,,,,,,,,
,00:33:11,166,,,,,,,,,
,00:33:12,166,,,,,,,,,
,00:33:13,167,,,,,,,,,
,00:33:14,167,,,,,,,,,
,00:33:15,167,,,,,,,,,
,00:33:16,168,,,,,,,,,
,00:33:17,168,,,,,,,,,
,00:33:18,168,,,,,,,,,
,00:33:19,169,,,,,,,,,
,00:33:20,169,,,,,,,,,
,00:33:21,169,,,,,,,,,
,00:33:22,169,,,,,,,,,
,00:33:23,169,,,,,,,,,
,00:33:24,169,,,,,,,,,
,00:33:25,170,,,,,,,,,
,00:33:26,170,,,,,,,,,
,00:33:27,170,,,,,,,,,
,00:33:28,171,,,,,,,,,
,00:33:29,171,,,,,,,,,
,00:33:30,171,,,,,,,,,
,00:33:31,171,,,,,,,,,
,00:33:32,171,,,,,,,,,
,00:33:33,172,,,,,,,,,
,00:33:34,172,,,,,,,,,
,00:33:35,172,,,,,,,,,
,00:33:36,172,,,,,,,,,
,00:33:37,173,,,,,,,,,
,00:33:38,173,,,,,,,,,
,00:33:39,173,,,,,,,,,
,00:33:40,173,,,,,,,,,
,00:33:41,173,,,,,,,,,
,00:33:42,173,,,,,,,,,
,00:33:43,174,,,,,,,,,
,00:33:44,174,,,,,,,,,
,00:33:45,174,,,,,,,,,
,00:33:46,174,,,,,,,,,
,00:33:47,174,,,,,,,,,
,00:33:48,175,,,,,,,,,
,00:33:49,175,,,,,,,,,
,00:33:50,175,,,,,,,,,
,00:33:51,175,,,,,,,,,
,00:33:52,175,,,,,,,,,
,00:33:53,176,,,,,,,,,
,00:33:54,176,,,,,,,,,
,00:33:55,176,,,,,,,,,
,00:33:56,177,,,,,,,,,
,00:33:57,177,,,,,,,,,
,00:33:58,177,,,,,,,,,
,00:33:59,177,,,,,,,,,
,00:34:00,177,,,,,,,,,
,00:34:01,177,,,,,,,,,
,00:34:02,177,,,,,,,,,
,00:34:03,177,,,,,,,,,
,00:34:04,177,,,,,,,,,
,00:34:05,177,,,,,,,,,
,00:34:06,177,,,,,,,,,
,00:34:07,177,,,,,,,,,
,00:34:08,177,,,,,,,,,
,00:34:09,177,,,,,,,,,
,00:34:10,177,,,,,,,,,
,00:34:11,177,,,,,,,,,
,00:34:12,177,,,,,,,,,
,00:34:13,177,,,,,,,,,
,00:34:14,176,,,,,,,,,
,00:34:15,177,,,,,,,,,
,00:34:16,177,,,,,,,,,
,00:34:17,177,,,,,,,,,
,00:34:18,177,,,,,,,,,
,00:34:19,177,,,,,,,,,
,00:34:20,177,,,,,,,,,
,00:34:21,177,,,,,,,,,
,00:34:22,177,,,,,,,,,
,00:34:23,177,,,,,,,,,
,00:34:24,178,,,,,,,,,
,00:34:25,178,,,,,,,,,
,00:34:26,177,,,,,,,,,
,00:34:27,178,,,,,,,,,
,00:34:28,178,,,,,,,,,
,00:34:29,178,,,,,,,,,
,00:34:30,179,,,,,,,,,
,00:34:31,178,,,,,,,,,
,00:34:32,178,,,,,,,,,
,00:34:33,178,,,,,,,,,
,00:34:34,178,,,,,,,,,
,00:34:35,179,,,,,,,,,
,00:34:36,179,,,,,,,,,
,00:34:37,179,,,,,,,,,
,00:34:38,180,,,,,,,,,
,00:34:39,180,,,,,,,,,
,00:34:40,180,,,,,,,,,
,00:34:41,179,,,,,,,,,
,00:34:42,179,,,,,,,,,
,00:34:43,179,,,,,,,,,
,00:34:44,179,,,,,,,,,
,00:34:45,180,,,,,,,,,
,00:34:46,180,,,,,,,,,
,00:34:47,180,,,,,,,,,
,00:34:48,180,,,,,,,,,
,00:34:49,180,,,,,,,,,
,00:34:50,179,,,,,,,,,
,00:34:51,179,,,,,,,,,
,00:34:52,179,,,,,,,,,
,00:34:53,179,,,,,,,,,
,00:34:54,178,,,,,,,,,
,00:34:55,178,,,,,,,,,
,00:34:56,176,,,,,,,,,
,00:34:57,176,,,,,,,,,
,00:34:58,176,,,,,,,,,
,00:34:59,174,,,,,,,,,
,00:35:00,173,,,,,,,,,
,00:35:01,173,,,,,,,,,
,00:35:02,172,,,,,,,,,
,00:35:03,172,,,,,,,,,
,00:35:04,172,,,,,,,,,
,00:35:05,172,,,,,,,,,
,00:35:06,172,,,,,,,,,
,00:35:07,172,,,,,,,,,
,00:35:08,172,,,,,,,,,
,00:35:09,172,,,,,,,,,
,00:35:10,171,,,,,,,,,
,00:35:11,170,,,,,,,,,
,00:35:12,170,,,,,,,,,
,00:35:13,170,,,,,,,,,
,00:35:14,169,,,,,,,,,
,00:35:15,168,,,,,,,,,
,00:35:16,168,,,,,,,,,
,00:35:17,167,,,,,,,,,
,00:35:18,167,,,,,,,,,
,00:35:19,167,,,,,,,,,
,00:35:20,167,,,,,,,,,
,00:35:21,167,,,,,,,,,
,00:35:22,167,,,,,,,,,
,00:35:23,167,,,,,,,,,
,00:35:24,168,,,,,,,,,
,00:35:25,168,,,,,,,,,
,00:35:26,169,,,,,,,,,
,00:35:27,169,,,,,,,,,
,00:35:28,169,,,,,,,,,
,00:35:29,170,,,,,,,,,
,00:35:30,170,,,,,,,,,
,00:35:31,170,,,,,,,,,
,00:35:32,170,,,,,,,,,
,00:35:33,170,,,,,,,,,
,00:35:34,170,,,,,,,,,
,00:35:35,170,,,,,,,,,
,00:35:36,170,,,,,,,,,
,00:35:37,170,,,,,,,,,
,00:35:38,170,,,,,,,,,
,00:35:39,171,,,,,,,,,
,00:35:40,171,,,,,,,,,
,00:35:41,170,,,,,,,,,
,00:35:42,170,,,,,,,,,
,00:35:43,171,,,,,,,,,
,00:35:44,171,,,,,,,,,
,00:35:45,171,,,,,,,,,
,00:35:46,171,,,,,,,,,
,00:35:47,171,,,,,,,,,
,00:35:48,171,,,,,,,,,
,00:35:49,171,,,,,,,,,
,00:35:50,171,,,,,,,,,
,00:35:51,171,,,,,,,,,
,00:35:52,171,,,,,,,,,
,00:35:53,171,,,,,,,,,
,00:35:54,171,,,,,,,,,
,00:35:55,172,,,,,,,,,
,00:35:56,172,,,,,,,,,
,00:35:57,172,,,,,,,,,
,00:35:58,172,,,,,,,,,
,00:35:59,172,,,,,,,,,
,00:36:00,171,,,,,,,,,
,00:36:01,171,,,,,,,,,
,00:36:02,172,,,,,,,,,
,00:36:03,172,,,,,,,,,
,00:36:04,171,,,,,,,,,
,00:36:05,171,,,,,,,,,
,00:36:06,172,,,,,,,,,
,00:36:07,172,,,,,,,,,
,00:36:08,172,,,,,,,,,
,00:36:09,172,,,,,,,,,
,00:36:10,172,,,,,,,,,
,00:36:11,172,,,,,,,,,
,00:36:12,173,,,,,,,,,
,00:36:13,173,,,,,,,,,
,00:36:14,173,,,,,,,,,
,00:36:15,173,,,,,,,,,
,00:36:16,173,,,,,,,,,
,00:36:17,174,,,,,,,,,
,00:36:18,174,,,,,,,,,
,00:36:19,174,,,,,,,,,
,00:36:20,174,,,,,,,,,
,00:36:21,175,,,,,,,,,
,00:36:22,174,,,,,,,,,
,00:36:23,174,,,,,,,,,
,00:36:24,175,,,,,,,,,
,00:36:25,174,,,,,,,,,
,00:36:26,174,,,,,,,,,
,00:36:27,175,,,,,,,,,
,00:36:28,175,,,,,,,,,
,00:36:29,175,,,,,,,,,
,00:36:30,175,,,,,,,,,
,00:36:31,175,,,,,,,,,
,00:36:32,175,,,,,,,,,
,00:36:33,175,,,,,,,,,
,00:36:34,175,,,,,,,,,
,00:36:35,175,,,,,,,,,
,00:36:36,176,,,,,,,,,
,00:36:37,176,,,,,,,,,
,00:36:38,176,,,,,,,,,
,00:36:39,177,,,,,,,,,
,00:36:40,177,,,,,,,,,
,00:36:41,177,,,,,,,,,
,00:36:42,177,,,,,,,,,
,00:36:43,177,,,,,,,,,
,00:36:44,177,,,,,,,,,
,00:36:45,177,,,,,,,,,
,00:36:46,177,,,,,,,,,
,00:36:47,177,,,,,,,,,
,00:36:48,177,,,,,,,,,
,00:36:49,177,,,,,,,,,
,00:36:50,177,,,,,,,,,
,00:36:51,177,,,,,,,,,
,00:36:52,177,,,,,,,,,
,00:36:53,177,,,,,,,,,
,00:36:54,177,,,,,,,,,
,00:36:55,176,,,,,,,,,
,00:36:56,176,,,,,,,,,
,00:36:57,176,,,,,,,,,
,00:36:58,177,,,,,,,,,
,00:36:59,177,,,,,,,,,
,00:37:00,177,,,,,,,,,
,00:37:01,177,,,,,,,,,
,00:37:02,177,,,,,,,,,
,00:37:03,177,,,,,,,,,
,00:37:04,177,,,,,,,,,
,00:37:05,178,,,,,,,,,
,00:37:06,178,,,,,,,,,
,00:37:07,178,,,,,,,,,
,00:37:08,179,,,,,,,,,
,00:37:09,179,,,,,,,,,
,00:37:10,178,,,,,,,,,
,00:37:11,178,,,,,,,,,
,00:37:12,179,,,,,,,,,
,00:37:13,178,,,,,,,,,
,00:37:14,179,,,,,,,,,
,00:37:15,179,,,,,,,,,
,00:37:16,179,,,,,,,,,
,00:37:17,179,,,,,,,,,
,00:37:18,179,,,,,,,,,
,00:37:19,179,,,,,,,,,
,00:37:20,179,,,,,,,,,
,00:37:21,179,,,,,,,,,
,00:37:22,179,,,,,,,,,
,00:37:23,179,,,,,,,,,
,00:37:24,179,,,,,,,,,
,00:37:25,180,,,,,,,,,
,00:37:26,180,,,,,,,,,
