Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,20-06-2025,17:25:41,00:30:36,,142,,,,,343,,,,,,,,,,"max back squats at 165lbs
max pull up
10 db strict push press
rest 2 minutes

12 by 12 all 5 rounds",175.0,78.0,188,55,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:06:46,159,,,,,,,,,
,00:06:47,160,,,,,,,,,
,00:06:48,160,,,,,,,,,
,00:06:49,160,,,,,,,,,
,00:06:50,160,,,,,,,,,
,00:06:51,160,,,,,,,,,
,00:06:52,160,,,,,,,,,
,00:06:53,159,,,,,,,,,
,00:06:54,159,,,,,,,,,
,00:06:55,158,,,,,,,,,
,00:06:56,158,,,,,,,,,
,00:06:57,158,,,,,,,,,
,00:06:58,158,,,,,,,,,
,00:06:59,159,,,,,,,,,
,00:07:00,159,,,,,,,,,
,00:07:01,160,,,,,,,,,
,00:07:02,159,,,,,,,,,
,00:07:03,159,,,,,,,,,
,00:07:04,159,,,,,,,,,
,00:07:05,159,,,,,,,,,
,00:07:06,159,,,,,,,,,
,00:07:07,159,,,,,,,,,
,00:07:08,159,,,,,,,,,
,00:07:09,159,,,,,,,,,
,00:07:10,159,,,,,,,,,
,00:07:11,159,,,,,,,,,
,00:07:12,159,,,,,,,,,
,00:07:13,158,,,,,,,,,
,00:07:14,158,,,,,,,,,
,00:07:15,159,,,,,,,,,
,00:07:16,159,,,,,,,,,
,00:07:17,159,,,,,,,,,
,00:07:18,159,,,,,,,,,
,00:07:19,159,,,,,,,,,
,00:07:20,159,,,,,,,,,
,00:07:21,159,,,,,,,,,
,00:07:22,160,,,,,,,,,
,00:07:23,161,,,,,,,,,
,00:07:24,161,,,,,,,,,
,00:07:25,163,,,,,,,,,
,00:07:26,163,,,,,,,,,
,00:07:27,165,,,,,,,,,
,00:07:28,166,,,,,,,,,
,00:07:29,166,,,,,,,,,
,00:07:30,166,,,,,,,,,
,00:07:31,168,,,,,,,,,
,00:07:32,168,,,,,,,,,
,00:07:33,168,,,,,,,,,
,00:07:34,168,,,,,,,,,
,00:07:35,169,,,,,,,,,
,00:07:36,169,,,,,,,,,
,00:07:37,169,,,,,,,,,
,00:07:38,170,,,,,,,,,
,00:07:39,170,,,,,,,,,
,00:07:40,170,,,,,,,,,
,00:07:41,170,,,,,,,,,
,00:07:42,170,,,,,,,,,
,00:07:43,170,,,,,,,,,
,00:07:44,170,,,,,,,,,
,00:07:45,169,,,,,,,,,
,00:07:46,169,,,,,,,,,
,00:07:47,169,,,,,,,,,
,00:07:48,169,,,,,,,,,
,00:07:49,169,,,,,,,,,
,00:07:50,167,,,,,,,,,
,00:07:51,167,,,,,,,,,
,00:07:52,166,,,,,,,,,
,00:07:53,165,,,,,,,,,
,00:07:54,163,,,,,,,,,
,00:07:55,162,,,,,,,,,
,00:07:56,162,,,,,,,,,
,00:07:57,161,,,,,,,,,
,00:07:58,161,,,,,,,,,
,00:07:59,161,,,,,,,,,
,00:08:00,161,,,,,,,,,
,00:08:01,161,,,,,,,,,
,00:08:02,160,,,,,,,,,
,00:08:03,160,,,,,,,,,
,00:08:04,160,,,,,,,,,
,00:08:05,160,,,,,,,,,
,00:08:06,160,,,,,,,,,
,00:08:07,160,,,,,,,,,
,00:08:08,161,,,,,,,,,
,00:08:09,161,,,,,,,,,
,00:08:10,161,,,,,,,,,
,00:08:11,161,,,,,,,,,
,00:08:12,163,,,,,,,,,
,00:08:13,162,,,,,,,,,
,00:08:14,162,,,,,,,,,
,00:08:15,160,,,,,,,,,
,00:08:16,160,,,,,,,,,
,00:08:17,158,,,,,,,,,
,00:08:18,158,,,,,,,,,
,00:08:19,158,,,,,,,,,
,00:08:20,158,,,,,,,,,
,00:08:21,157,,,,,,,,,
,00:08:22,157,,,,,,,,,
,00:08:23,157,,,,,,,,,
,00:08:24,157,,,,,,,,,
,00:08:25,157,,,,,,,,,
,00:08:26,157,,,,,,,,,
,00:08:27,156,,,,,,,,,
,00:08:28,156,,,,,,,,,
,00:08:29,155,,,,,,,,,
,00:08:30,155,,,,,,,,,
,00:08:31,155,,,,,,,,,
,00:08:32,153,,,,,,,,,
,00:08:33,152,,,,,,,,,
,00:08:34,151,,,,,,,,,
,00:08:35,151,,,,,,,,,
,00:08:36,151,,,,,,,,,
,00:08:37,150,,,,,,,,,
,00:08:38,150,,,,,,,,,
,00:08:39,150,,,,,,,,,
,00:08:40,148,,,,,,,,,
,00:08:41,148,,,,,,,,,
,00:08:42,148,,,,,,,,,
,00:08:43,146,,,,,,,,,
,00:08:44,146,,,,,,,,,
,00:08:45,146,,,,,,,,,
,00:08:46,145,,,,,,,,,
,00:08:47,145,,,,,,,,,
,00:08:48,145,,,,,,,,,
,00:08:49,142,,,,,,,,,
,00:08:50,140,,,,,,,,,
,00:08:51,140,,,,,,,,,
,00:08:52,140,,,,,,,,,
,00:08:53,139,,,,,,,,,
,00:08:54,138,,,,,,,,,
,00:08:55,136,,,,,,,,,
,00:08:56,136,,,,,,,,,
,00:08:57,136,,,,,,,,,
,00:08:58,136,,,,,,,,,
,00:08:59,136,,,,,,,,,
,00:09:00,136,,,,,,,,,
,00:09:01,134,,,,,,,,,
,00:09:02,134,,,,,,,,,
,00:09:03,134,,,,,,,,,
,00:09:04,134,,,,,,,,,
,00:09:05,133,,,,,,,,,
,00:09:06,132,,,,,,,,,
,00:09:07,132,,,,,,,,,
,00:09:08,132,,,,,,,,,
,00:09:09,131,,,,,,,,,
,00:09:10,131,,,,,,,,,
,00:09:11,130,,,,,,,,,
,00:09:12,130,,,,,,,,,
,00:09:13,130,,,,,,,,,
,00:09:14,130,,,,,,,,,
,00:09:15,129,,,,,,,,,
,00:09:16,129,,,,,,,,,
,00:09:17,129,,,,,,,,,
,00:09:18,129,,,,,,,,,
,00:09:19,129,,,,,,,,,
,00:09:20,129,,,,,,,,,
,00:09:21,129,,,,,,,,,
,00:09:22,129,,,,,,,,,
,00:09:23,129,,,,,,,,,
,00:09:24,129,,,,,,,,,
,00:09:25,128,,,,,,,,,
,00:09:26,125,,,,,,,,,
,00:09:27,125,,,,,,,,,
,00:09:28,125,,,,,,,,,
,00:09:29,121,,,,,,,,,
,00:09:30,121,,,,,,,,,
,00:09:31,121,,,,,,,,,
,00:09:32,121,,,,,,,,,
,00:09:33,123,,,,,,,,,
,00:09:34,123,,,,,,,,,
,00:09:35,124,,,,,,,,,
,00:09:36,124,,,,,,,,,
,00:09:37,123,,,,,,,,,
,00:09:38,123,,,,,,,,,
,00:09:39,121,,,,,,,,,
,00:09:40,121,,,,,,,,,
,00:09:41,120,,,,,,,,,
,00:09:42,119,,,,,,,,,
,00:09:43,119,,,,,,,,,
,00:09:44,120,,,,,,,,,
,00:09:45,122,,,,,,,,,
,00:09:46,122,,,,,,,,,
,00:09:47,122,,,,,,,,,
,00:09:48,122,,,,,,,,,
,00:09:49,121,,,,,,,,,
,00:09:50,118,,,,,,,,,
,00:09:51,118,,,,,,,,,
,00:09:52,118,,,,,,,,,
,00:09:53,120,,,,,,,,,
,00:09:54,120,,,,,,,,,
,00:09:55,120,,,,,,,,,
,00:09:56,120,,,,,,,,,
,00:09:57,120,,,,,,,,,
,00:09:58,119,,,,,,,,,
,00:09:59,120,,,,,,,,,
,00:10:00,120,,,,,,,,,
,00:10:01,120,,,,,,,,,
,00:10:02,120,,,,,,,,,
,00:10:03,120,,,,,,,,,
,00:10:04,120,,,,,,,,,
,00:10:05,120,,,,,,,,,
,00:10:06,121,,,,,,,,,
,00:10:07,121,,,,,,,,,
,00:10:08,120,,,,,,,,,
,00:10:09,120,,,,,,,,,
,00:10:10,120,,,,,,,,,
,00:10:11,119,,,,,,,,,
,00:10:12,119,,,,,,,,,
,00:10:13,119,,,,,,,,,
,00:10:14,120,,,,,,,,,
,00:10:15,120,,,,,,,,,
,00:10:16,121,,,,,,,,,
,00:10:17,121,,,,,,,,,
,00:10:18,121,,,,,,,,,
,00:10:19,122,,,,,,,,,
,00:10:20,122,,,,,,,,,
,00:10:21,123,,,,,,,,,
,00:10:22,124,,,,,,,,,
,00:10:23,125,,,,,,,,,
,00:10:24,125,,,,,,,,,
,00:10:25,125,,,,,,,,,
,00:10:26,124,,,,,,,,,
,00:10:27,124,,,,,,,,,
,00:10:28,123,,,,,,,,,
,00:10:29,123,,,,,,,,,
,00:10:30,123,,,,,,,,,
,00:10:31,123,,,,,,,,,
,00:10:32,123,,,,,,,,,
,00:10:33,124,,,,,,,,,
,00:10:34,124,,,,,,,,,
,00:10:35,124,,,,,,,,,
,00:10:36,122,,,,,,,,,
,00:10:37,122,,,,,,,,,
,00:10:38,120,,,,,,,,,
,00:10:39,119,,,,,,,,,
,00:10:40,119,,,,,,,,,
,00:10:41,119,,,,,,,,,
,00:10:42,115,,,,,,,,,
,00:10:43,115,,,,,,,,,
,00:10:44,115,,,,,,,,,
,00:10:45,113,,,,,,,,,
,00:10:46,116,,,,,,,,,
,00:10:47,116,,,,,,,,,
,00:10:48,118,,,,,,,,,
,00:10:49,118,,,,,,,,,
,00:10:50,118,,,,,,,,,
,00:10:51,118,,,,,,,,,
,00:10:52,119,,,,,,,,,
,00:10:53,119,,,,,,,,,
,00:10:54,119,,,,,,,,,
,00:10:55,125,,,,,,,,,
,00:10:56,126,,,,,,,,,
,00:10:57,126,,,,,,,,,
,00:10:58,126,,,,,,,,,
,00:10:59,128,,,,,,,,,
,00:11:00,128,,,,,,,,,
,00:11:01,134,,,,,,,,,
,00:11:02,134,,,,,,,,,
,00:11:03,136,,,,,,,,,
,00:11:04,136,,,,,,,,,
,00:11:05,137,,,,,,,,,
,00:11:06,139,,,,,,,,,
,00:11:07,139,,,,,,,,,
,00:11:08,142,,,,,,,,,
,00:11:09,142,,,,,,,,,
,00:11:10,146,,,,,,,,,
,00:11:11,148,,,,,,,,,
,00:11:12,149,,,,,,,,,
,00:11:13,149,,,,,,,,,
,00:11:14,150,,,,,,,,,
,00:11:15,153,,,,,,,,,
,00:11:16,153,,,,,,,,,
,00:11:17,154,,,,,,,,,
,00:11:18,154,,,,,,,,,
,00:11:19,156,,,,,,,,,
,00:11:20,156,,,,,,,,,
,00:11:21,156,,,,,,,,,
,00:11:22,157,,,,,,,,,
,00:11:23,159,,,,,,,,,
,00:11:24,159,,,,,,,,,
,00:11:25,160,,,,,,,,,
,00:11:26,160,,,,,,,,,
,00:11:27,161,,,,,,,,,
,00:11:28,161,,,,,,,,,
,00:11:29,162,,,,,,,,,
,00:11:30,162,,,,,,,,,
,00:11:31,162,,,,,,,,,
,00:11:32,163,,,,,,,,,
,00:11:33,163,,,,,,,,,
,00:11:34,163,,,,,,,,,
,00:11:35,163,,,,,,,,,
,00:11:36,163,,,,,,,,,
,00:11:37,163,,,,,,,,,
,00:11:38,163,,,,,,,,,
,00:11:39,163,,,,,,,,,
,00:11:40,163,,,,,,,,,
,00:11:41,163,,,,,,,,,
,00:11:42,163,,,,,,,,,
,00:11:43,163,,,,,,,,,
,00:11:44,163,,,,,,,,,
,00:11:45,163,,,,,,,,,
,00:11:46,163,,,,,,,,,
,00:11:47,164,,,,,,,,,
,00:11:48,164,,,,,,,,,
,00:11:49,164,,,,,,,,,
,00:11:50,164,,,,,,,,,
,00:11:51,163,,,,,,,,,
,00:11:52,162,,,,,,,,,
,00:11:53,162,,,,,,,,,
,00:11:54,162,,,,,,,,,
,00:11:55,162,,,,,,,,,
,00:11:56,162,,,,,,,,,
,00:11:57,162,,,,,,,,,
,00:11:58,162,,,,,,,,,
,00:11:59,161,,,,,,,,,
,00:12:00,161,,,,,,,,,
,00:12:01,161,,,,,,,,,
,00:12:02,160,,,,,,,,,
,00:12:03,160,,,,,,,,,
,00:12:04,161,,,,,,,,,
,00:12:05,161,,,,,,,,,
,00:12:06,161,,,,,,,,,
,00:12:07,161,,,,,,,,,
,00:12:08,161,,,,,,,,,
,00:12:09,163,,,,,,,,,
,00:12:10,163,,,,,,,,,
,00:12:11,165,,,,,,,,,
,00:12:12,165,,,,,,,,,
,00:12:13,167,,,,,,,,,
,00:12:14,168,,,,,,,,,
,00:12:15,169,,,,,,,,,
,00:12:16,169,,,,,,,,,
