Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,20-06-2025,17:25:41,00:30:36,,142,,,,,343,,,,,,,,,,"max back squats at 165lbs
max pull up
10 db strict push press
rest 2 minutes

12 by 12 all 5 rounds",175.0,78.0,188,55,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:24:55,145,,,,,,,,,
,00:24:56,145,,,,,,,,,
,00:24:57,145,,,,,,,,,
,00:24:58,145,,,,,,,,,
,00:24:59,142,,,,,,,,,
,00:25:00,143,,,,,,,,,
,00:25:01,143,,,,,,,,,
,00:25:02,143,,,,,,,,,
,00:25:03,143,,,,,,,,,
,00:25:04,143,,,,,,,,,
,00:25:05,143,,,,,,,,,
,00:25:06,143,,,,,,,,,
,00:25:07,143,,,,,,,,,
,00:25:08,143,,,,,,,,,
,00:25:09,143,,,,,,,,,
,00:25:10,142,,,,,,,,,
,00:25:11,142,,,,,,,,,
,00:25:12,141,,,,,,,,,
,00:25:13,143,,,,,,,,,
,00:25:14,143,,,,,,,,,
,00:25:15,143,,,,,,,,,
,00:25:16,143,,,,,,,,,
,00:25:17,140,,,,,,,,,
,00:25:18,140,,,,,,,,,
,00:25:19,140,,,,,,,,,
,00:25:20,140,,,,,,,,,
,00:25:21,140,,,,,,,,,
,00:25:22,140,,,,,,,,,
,00:25:23,140,,,,,,,,,
,00:25:24,140,,,,,,,,,
,00:25:25,140,,,,,,,,,
,00:25:26,140,,,,,,,,,
,00:25:27,140,,,,,,,,,
,00:25:28,140,,,,,,,,,
,00:25:29,138,,,,,,,,,
,00:25:30,138,,,,,,,,,
,00:25:31,137,,,,,,,,,
,00:25:32,137,,,,,,,,,
,00:25:33,137,,,,,,,,,
,00:25:34,137,,,,,,,,,
,00:25:35,138,,,,,,,,,
,00:25:36,139,,,,,,,,,
,00:25:37,140,,,,,,,,,
,00:25:38,140,,,,,,,,,
,00:25:39,141,,,,,,,,,
,00:25:40,141,,,,,,,,,
,00:25:41,141,,,,,,,,,
,00:25:42,141,,,,,,,,,
,00:25:43,140,,,,,,,,,
,00:25:44,140,,,,,,,,,
,00:25:45,141,,,,,,,,,
,00:25:46,141,,,,,,,,,
,00:25:47,141,,,,,,,,,
,00:25:48,141,,,,,,,,,
,00:25:49,142,,,,,,,,,
,00:25:50,142,,,,,,,,,
,00:25:51,142,,,,,,,,,
,00:25:52,142,,,,,,,,,
,00:25:53,142,,,,,,,,,
,00:25:54,140,,,,,,,,,
,00:25:55,140,,,,,,,,,
,00:25:56,140,,,,,,,,,
,00:25:57,140,,,,,,,,,
,00:25:58,140,,,,,,,,,
,00:25:59,140,,,,,,,,,
,00:26:00,140,,,,,,,,,
,00:26:01,140,,,,,,,,,
,00:26:02,139,,,,,,,,,
,00:26:03,137,,,,,,,,,
,00:26:04,137,,,,,,,,,
,00:26:05,135,,,,,,,,,
,00:26:06,135,,,,,,,,,
,00:26:07,135,,,,,,,,,
,00:26:08,135,,,,,,,,,
,00:26:09,133,,,,,,,,,
,00:26:10,133,,,,,,,,,
,00:26:11,134,,,,,,,,,
,00:26:12,134,,,,,,,,,
,00:26:13,134,,,,,,,,,
,00:26:14,133,,,,,,,,,
,00:26:15,133,,,,,,,,,
,00:26:16,133,,,,,,,,,
,00:26:17,132,,,,,,,,,
,00:26:18,132,,,,,,,,,
,00:26:19,132,,,,,,,,,
,00:26:20,133,,,,,,,,,
,00:26:21,133,,,,,,,,,
,00:26:22,133,,,,,,,,,
,00:26:23,134,,,,,,,,,
,00:26:24,134,,,,,,,,,
,00:26:25,134,,,,,,,,,
,00:26:26,134,,,,,,,,,
,00:26:27,134,,,,,,,,,
,00:26:28,134,,,,,,,,,
,00:26:29,135,,,,,,,,,
,00:26:30,135,,,,,,,,,
,00:26:31,135,,,,,,,,,
,00:26:32,135,,,,,,,,,
,00:26:33,137,,,,,,,,,
,00:26:34,137,,,,,,,,,
,00:26:35,137,,,,,,,,,
,00:26:36,138,,,,,,,,,
,00:26:37,139,,,,,,,,,
,00:26:38,139,,,,,,,,,
,00:26:39,139,,,,,,,,,
,00:26:40,139,,,,,,,,,
,00:26:41,139,,,,,,,,,
,00:26:42,139,,,,,,,,,
,00:26:43,138,,,,,,,,,
,00:26:44,138,,,,,,,,,
,00:26:45,138,,,,,,,,,
,00:26:46,138,,,,,,,,,
,00:26:47,138,,,,,,,,,
,00:26:48,138,,,,,,,,,
,00:26:49,138,,,,,,,,,
,00:26:50,139,,,,,,,,,
,00:26:51,139,,,,,,,,,
,00:26:52,139,,,,,,,,,
,00:26:53,139,,,,,,,,,
,00:26:54,138,,,,,,,,,
,00:26:55,138,,,,,,,,,
,00:26:56,137,,,,,,,,,
,00:26:57,137,,,,,,,,,
,00:26:58,135,,,,,,,,,
,00:26:59,135,,,,,,,,,
,00:27:00,135,,,,,,,,,
,00:27:01,135,,,,,,,,,
,00:27:02,135,,,,,,,,,
,00:27:03,134,,,,,,,,,
,00:27:04,133,,,,,,,,,
,00:27:05,132,,,,,,,,,
,00:27:06,131,,,,,,,,,
,00:27:07,130,,,,,,,,,
,00:27:08,130,,,,,,,,,
,00:27:09,130,,,,,,,,,
,00:27:10,130,,,,,,,,,
,00:27:11,130,,,,,,,,,
,00:27:12,131,,,,,,,,,
,00:27:13,132,,,,,,,,,
,00:27:14,133,,,,,,,,,
,00:27:15,133,,,,,,,,,
,00:27:16,134,,,,,,,,,
,00:27:17,134,,,,,,,,,
,00:27:18,134,,,,,,,,,
,00:27:19,134,,,,,,,,,
,00:27:20,134,,,,,,,,,
,00:27:21,133,,,,,,,,,
,00:27:22,133,,,,,,,,,
,00:27:23,133,,,,,,,,,
,00:27:24,133,,,,,,,,,
,00:27:25,134,,,,,,,,,
,00:27:26,134,,,,,,,,,
,00:27:27,134,,,,,,,,,
,00:27:28,134,,,,,,,,,
,00:27:29,135,,,,,,,,,
,00:27:30,135,,,,,,,,,
,00:27:31,135,,,,,,,,,
,00:27:32,135,,,,,,,,,
,00:27:33,136,,,,,,,,,
,00:27:34,136,,,,,,,,,
,00:27:35,137,,,,,,,,,
,00:27:36,138,,,,,,,,,
,00:27:37,138,,,,,,,,,
,00:27:38,138,,,,,,,,,
,00:27:39,140,,,,,,,,,
,00:27:40,140,,,,,,,,,
,00:27:41,140,,,,,,,,,
,00:27:42,140,,,,,,,,,
,00:27:43,138,,,,,,,,,
,00:27:44,138,,,,,,,,,
,00:27:45,138,,,,,,,,,
,00:27:46,138,,,,,,,,,
,00:27:47,137,,,,,,,,,
,00:27:48,138,,,,,,,,,
,00:27:49,138,,,,,,,,,
,00:27:50,138,,,,,,,,,
,00:27:51,138,,,,,,,,,
,00:27:52,136,,,,,,,,,
,00:27:53,136,,,,,,,,,
,00:27:54,136,,,,,,,,,
,00:27:55,136,,,,,,,,,
,00:27:56,136,,,,,,,,,
,00:27:57,136,,,,,,,,,
,00:27:58,136,,,,,,,,,
,00:27:59,136,,,,,,,,,
,00:28:00,136,,,,,,,,,
,00:28:01,135,,,,,,,,,
,00:28:02,134,,,,,,,,,
,00:28:03,134,,,,,,,,,
,00:28:04,133,,,,,,,,,
,00:28:05,132,,,,,,,,,
,00:28:06,132,,,,,,,,,
,00:28:07,131,,,,,,,,,
,00:28:08,131,,,,,,,,,
,00:28:09,131,,,,,,,,,
,00:28:10,131,,,,,,,,,
,00:28:11,130,,,,,,,,,
,00:28:12,123,,,,,,,,,
,00:28:13,123,,,,,,,,,
,00:28:14,123,,,,,,,,,
,00:28:15,118,,,,,,,,,
,00:28:16,118,,,,,,,,,
,00:28:17,120,,,,,,,,,
,00:28:18,120,,,,,,,,,
,00:28:19,123,,,,,,,,,
,00:28:20,124,,,,,,,,,
,00:28:21,125,,,,,,,,,
,00:28:22,127,,,,,,,,,
,00:28:23,127,,,,,,,,,
,00:28:24,127,,,,,,,,,
,00:28:25,129,,,,,,,,,
,00:28:26,130,,,,,,,,,
,00:28:27,130,,,,,,,,,
,00:28:28,130,,,,,,,,,
,00:28:29,131,,,,,,,,,
,00:28:30,131,,,,,,,,,
,00:28:31,130,,,,,,,,,
,00:28:32,128,,,,,,,,,
,00:28:33,128,,,,,,,,,
,00:28:34,127,,,,,,,,,
,00:28:35,127,,,,,,,,,
,00:28:36,127,,,,,,,,,
,00:28:37,125,,,,,,,,,
,00:28:38,125,,,,,,,,,
,00:28:39,125,,,,,,,,,
,00:28:40,125,,,,,,,,,
,00:28:41,126,,,,,,,,,
,00:28:42,127,,,,,,,,,
,00:28:43,127,,,,,,,,,
,00:28:44,127,,,,,,,,,
,00:28:45,127,,,,,,,,,
,00:28:46,128,,,,,,,,,
,00:28:47,128,,,,,,,,,
,00:28:48,127,,,,,,,,,
,00:28:49,127,,,,,,,,,
,00:28:50,127,,,,,,,,,
,00:28:51,127,,,,,,,,,
,00:28:52,127,,,,,,,,,
,00:28:53,127,,,,,,,,,
,00:28:54,127,,,,,,,,,
,00:28:55,127,,,,,,,,,
,00:28:56,127,,,,,,,,,
,00:28:57,127,,,,,,,,,
,00:28:58,127,,,,,,,,,
,00:28:59,127,,,,,,,,,
,00:29:00,127,,,,,,,,,
,00:29:01,127,,,,,,,,,
,00:29:02,127,,,,,,,,,
,00:29:03,127,,,,,,,,,
,00:29:04,127,,,,,,,,,
,00:29:05,124,,,,,,,,,
,00:29:06,124,,,,,,,,,
,00:29:07,124,,,,,,,,,
,00:29:08,124,,,,,,,,,
,00:29:09,123,,,,,,,,,
,00:29:10,120,,,,,,,,,
,00:29:11,120,,,,,,,,,
,00:29:12,120,,,,,,,,,
,00:29:13,120,,,,,,,,,
,00:29:14,120,,,,,,,,,
,00:29:15,120,,,,,,,,,
,00:29:16,119,,,,,,,,,
,00:29:17,119,,,,,,,,,
,00:29:18,119,,,,,,,,,
,00:29:19,119,,,,,,,,,
,00:29:20,119,,,,,,,,,
,00:29:21,119,,,,,,,,,
,00:29:22,119,,,,,,,,,
,00:29:23,119,,,,,,,,,
,00:29:24,119,,,,,,,,,
,00:29:25,119,,,,,,,,,
,00:29:26,,,,,,,,,,
,00:29:27,,,,,,,,,,
,00:29:28,,,,,,,,,,
,00:29:29,,,,,,,,,,
,00:29:30,,,,,,,,,,
,00:29:31,,,,,,,,,,
,00:29:32,,,,,,,,,,
,00:29:33,,,,,,,,,,
,00:29:34,,,,,,,,,,
,00:29:35,,,,,,,,,,
,00:29:36,,,,,,,,,,
,00:29:37,,,,,,,,,,
,00:29:38,,,,,,,,,,
,00:29:39,,,,,,,,,,
,00:29:40,,,,,,,,,,
,00:29:41,,,,,,,,,,
,00:29:42,,,,,,,,,,
,00:29:43,,,,,,,,,,
,00:29:44,,,,,,,,,,
,00:29:45,,,,,,,,,,
,00:29:46,,,,,,,,,,
,00:29:47,,,,,,,,,,
,00:29:48,,,,,,,,,,
,00:29:49,,,,,,,,,,
,00:29:50,,,,,,,,,,
,00:29:51,,,,,,,,,,
,00:29:52,,,,,,,,,,
,00:29:53,,,,,,,,,,
,00:29:54,,,,,,,,,,
,00:29:55,,,,,,,,,,
,00:29:56,,,,,,,,,,
,00:29:57,,,,,,,,,,
,00:29:58,,,,,,,,,,
,00:29:59,,,,,,,,,,
,00:30:00,,,,,,,,,,
,00:30:01,,,,,,,,,,
,00:30:02,,,,,,,,,,
,00:30:03,,,,,,,,,,
,00:30:04,,,,,,,,,,
,00:30:05,,,,,,,,,,
,00:30:06,,,,,,,,,,
,00:30:07,,,,,,,,,,
,00:30:08,,,,,,,,,,
,00:30:09,,,,,,,,,,
,00:30:10,,,,,,,,,,
,00:30:11,,,,,,,,,,
,00:30:12,,,,,,,,,,
,00:30:13,,,,,,,,,,
,00:30:14,,,,,,,,,,
,00:30:15,,,,,,,,,,
,00:30:16,,,,,,,,,,
,00:30:17,,,,,,,,,,
,00:30:18,,,,,,,,,,
,00:30:19,,,,,,,,,,
,00:30:20,,,,,,,,,,
,00:30:21,,,,,,,,,,
,00:30:22,,,,,,,,,,
,00:30:23,,,,,,,,,,
,00:30:24,,,,,,,,,,
,00:30:25,,,,,,,,,,
,00:30:26,,,,,,,,,,
,00:30:27,,,,,,,,,,
,00:30:28,,,,,,,,,,
,00:30:29,,,,,,,,,,
,00:30:30,,,,,,,,,,
,00:30:31,,,,,,,,,,
,00:30:32,,,,,,,,,,
,00:30:33,,,,,,,,,,
,00:30:34,,,,,,,,,,
,00:30:35,,,,,,,,,,
