Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Anton Antonov ,BOOTCAMP,22-09-2025,11:00:34,00:25:55,0.00,155,,,,,341,13,,,,,,,,,"5000 m row
19:35 time
1.57min 500m pace",175.0,78.0,188,,58,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:03:00,150,,,,,,,,,
,00:03:01,150,,,,,,,,,
,00:03:02,150,,,,,,,,,
,00:03:03,150,,,,,,,,,
,00:03:04,150,,,,,,,,,
,00:03:05,150,,,,,,,,,
,00:03:06,150,,,,,,,,,
,00:03:07,151,,,,,,,,,
,00:03:08,151,,,,,,,,,
,00:03:09,152,,,,,,,,,
,00:03:10,152,,,,,,,,,
,00:03:11,152,,,,,,,,,
,00:03:12,152,,,,,,,,,
,00:03:13,153,,,,,,,,,
,00:03:14,153,,,,,,,,,
,00:03:15,154,,,,,,,,,
,00:03:16,154,,,,,,,,,
,00:03:17,154,,,,,,,,,
,00:03:18,154,,,,,,,,,
,00:03:19,154,,,,,,,,,
,00:03:20,154,,,,,,,,,
,00:03:21,155,,,,,,,,,
,00:03:22,155,,,,,,,,,
,00:03:23,155,,,,,,,,,
,00:03:24,155,,,,,,,,,
,00:03:25,155,,,,,,,,,
,00:03:26,155,,,,,,,,,
,00:03:27,155,,,,,,,,,
,00:03:28,155,,,,,,,,,
,00:03:29,155,,,,,,,,,
,00:03:30,155,,,,,,,,,
,00:03:31,154,,,,,,,,,
,00:03:32,155,,,,,,,,,
,00:03:33,154,,,,,,,,,
,00:03:34,155,,,,,,,,,
,00:03:35,155,,,,,,,,,
,00:03:36,155,,,,,,,,,
,00:03:37,155,,,,,,,,,
,00:03:38,156,,,,,,,,,
,00:03:39,155,,,,,,,,,
,00:03:40,156,,,,,,,,,
,00:03:41,156,,,,,,,,,
,00:03:42,156,,,,,,,,,
,00:03:43,156,,,,,,,,,
,00:03:44,156,,,,,,,,,
,00:03:45,156,,,,,,,,,
,00:03:46,156,,,,,,,,,
,00:03:47,156,,,,,,,,,
,00:03:48,156,,,,,,,,,
,00:03:49,157,,,,,,,,,
,00:03:50,156,,,,,,,,,
,00:03:51,156,,,,,,,,,
,00:03:52,156,,,,,,,,,
,00:03:53,157,,,,,,,,,
,00:03:54,157,,,,,,,,,
,00:03:55,157,,,,,,,,,
,00:03:56,157,,,,,,,,,
,00:03:57,157,,,,,,,,,
,00:03:58,158,,,,,,,,,
,00:03:59,158,,,,,,,,,
,00:04:00,158,,,,,,,,,
,00:04:01,158,,,,,,,,,
,00:04:02,158,,,,,,,,,
,00:04:03,158,,,,,,,,,
,00:04:04,158,,,,,,,,,
,00:04:05,158,,,,,,,,,
,00:04:06,159,,,,,,,,,
,00:04:07,158,,,,,,,,,
,00:04:08,159,,,,,,,,,
,00:04:09,159,,,,,,,,,
,00:04:10,160,,,,,,,,,
,00:04:11,159,,,,,,,,,
,00:04:12,159,,,,,,,,,
,00:04:13,160,,,,,,,,,
,00:04:14,160,,,,,,,,,
,00:04:15,160,,,,,,,,,
,00:04:16,160,,,,,,,,,
,00:04:17,160,,,,,,,,,
,00:04:18,160,,,,,,,,,
,00:04:19,160,,,,,,,,,
,00:04:20,160,,,,,,,,,
,00:04:21,160,,,,,,,,,
,00:04:22,160,,,,,,,,,
,00:04:23,160,,,,,,,,,
,00:04:24,160,,,,,,,,,
,00:04:25,160,,,,,,,,,
,00:04:26,160,,,,,,,,,
,00:04:27,160,,,,,,,,,
,00:04:28,160,,,,,,,,,
,00:04:29,160,,,,,,,,,
,00:04:30,160,,,,,,,,,
,00:04:31,160,,,,,,,,,
,00:04:32,160,,,,,,,,,
,00:04:33,160,,,,,,,,,
,00:04:34,160,,,,,,,,,
,00:04:35,160,,,,,,,,,
,00:04:36,160,,,,,,,,,
,00:04:37,160,,,,,,,,,
,00:04:38,160,,,,,,,,,
,00:04:39,160,,,,,,,,,
,00:04:40,160,,,,,,,,,
,00:04:41,160,,,,,,,,,
,00:04:42,161,,,,,,,,,
,00:04:43,160,,,,,,,,,
,00:04:44,160,,,,,,,,,
,00:04:45,160,,,,,,,,,
,00:04:46,161,,,,,,,,,
,00:04:47,161,,,,,,,,,
,00:04:48,161,,,,,,,,,
,00:04:49,161,,,,,,,,,
,00:04:50,161,,,,,,,,,
,00:04:51,161,,,,,,,,,
,00:04:52,161,,,,,,,,,
,00:04:53,161,,,,,,,,,
,00:04:54,161,,,,,,,,,
,00:04:55,160,,,,,,,,,
,00:04:56,160,,,,,,,,,
,00:04:57,160,,,,,,,,,
,00:04:58,160,,,,,,,,,
,00:04:59,160,,,,,,,,,
,00:05:00,160,,,,,,,,,
,00:05:01,160,,,,,,,,,
,00:05:02,160,,,,,,,,,
,00:05:03,160,,,,,,,,,
,00:05:04,160,,,,,,,,,
,00:05:05,161,,,,,,,,,
,00:05:06,160,,,,,,,,,
,00:05:07,161,,,,,,,,,
,00:05:08,161,,,,,,,,,
,00:05:09,162,,,,,,,,,
,00:05:10,162,,,,,,,,,
,00:05:11,161,,,,,,,,,
,00:05:12,162,,,,,,,,,
,00:05:13,162,,,,,,,,,
,00:05:14,162,,,,,,,,,
,00:05:15,162,,,,,,,,,
,00:05:16,163,,,,,,,,,
,00:05:17,162,,,,,,,,,
,00:05:18,163,,,,,,,,,
,00:05:19,163,,,,,,,,,
,00:05:20,163,,,,,,,,,
,00:05:21,163,,,,,,,,,
,00:05:22,163,,,,,,,,,
,00:05:23,163,,,,,,,,,
,00:05:24,163,,,,,,,,,
,00:05:25,163,,,,,,,,,
,00:05:26,162,,,,,,,,,
,00:05:27,163,,,,,,,,,
,00:05:28,162,,,,,,,,,
,00:05:29,163,,,,,,,,,
,00:05:30,162,,,,,,,,,
,00:05:31,163,,,,,,,,,
,00:05:32,162,,,,,,,,,
,00:05:33,162,,,,,,,,,
,00:05:34,162,,,,,,,,,
,00:05:35,162,,,,,,,,,
,00:05:36,162,,,,,,,,,
,00:05:37,162,,,,,,,,,
,00:05:38,162,,,,,,,,,
,00:05:39,162,,,,,,,,,
,00:05:40,162,,,,,,,,,
,00:05:41,162,,,,,,,,,
,00:05:42,162,,,,,,,,,
,00:05:43,162,,,,,,,,,
,00:05:44,162,,,,,,,,,
,00:05:45,162,,,,,,,,,
,00:05:46,162,,,,,,,,,
,00:05:47,162,,,,,,,,,
,00:05:48,163,,,,,,,,,
,00:05:49,162,,,,,,,,,
,00:05:50,162,,,,,,,,,
,00:05:51,162,,,,,,,,,
,00:05:52,163,,,,,,,,,
,00:05:53,162,,,,,,,,,
,00:05:54,162,,,,,,,,,
,00:05:55,163,,,,,,,,,
,00:05:56,163,,,,,,,,,
,00:05:57,163,,,,,,,,,
,00:05:58,163,,,,,,,,,
,00:05:59,164,,,,,,,,,
,00:06:00,163,,,,,,,,,
,00:06:01,164,,,,,,,,,
,00:06:02,164,,,,,,,,,
,00:06:03,164,,,,,,,,,
,00:06:04,164,,,,,,,,,
,00:06:05,164,,,,,,,,,
,00:06:06,164,,,,,,,,,
,00:06:07,164,,,,,,,,,
,00:06:08,164,,,,,,,,,
,00:06:09,164,,,,,,,,,
,00:06:10,164,,,,,,,,,
,00:06:11,164,,,,,,,,,
,00:06:12,164,,,,,,,,,
,00:06:13,164,,,,,,,,,
,00:06:14,164,,,,,,,,,
,00:06:15,164,,,,,,,,,
,00:06:16,165,,,,,,,,,
,00:06:17,164,,,,,,,,,
,00:06:18,165,,,,,,,,,
,00:06:19,165,,,,,,,,,
,00:06:20,165,,,,,,,,,
,00:06:21,164,,,,,,,,,
,00:06:22,164,,,,,,,,,
,00:06:23,164,,,,,,,,,
,00:06:24,164,,,,,,,,,
,00:06:25,164,,,,,,,,,
,00:06:26,164,,,,,,,,,
,00:06:27,164,,,,,,,,,
,00:06:28,163,,,,,,,,,
,00:06:29,164,,,,,,,,,
,00:06:30,163,,,,,,,,,
,00:06:31,164,,,,,,,,,
,00:06:32,164,,,,,,,,,
,00:06:33,165,,,,,,,,,
,00:06:34,165,,,,,,,,,
,00:06:35,165,,,,,,,,,
,00:06:36,165,,,,,,,,,
,00:06:37,165,,,,,,,,,
,00:06:38,165,,,,,,,,,
,00:06:39,165,,,,,,,,,
,00:06:40,165,,,,,,,,,
,00:06:41,165,,,,,,,,,
,00:06:42,166,,,,,,,,,
,00:06:43,166,,,,,,,,,
,00:06:44,166,,,,,,,,,
,00:06:45,166,,,,,,,,,
,00:06:46,167,,,,,,,,,
,00:06:47,167,,,,,,,,,
,00:06:48,167,,,,,,,,,
,00:06:49,167,,,,,,,,,
,00:06:50,167,,,,,,,,,
,00:06:51,167,,,,,,,,,
,00:06:52,167,,,,,,,,,
,00:06:53,167,,,,,,,,,
,00:06:54,167,,,,,,,,,
,00:06:55,167,,,,,,,,,
,00:06:56,167,,,,,,,,,
,00:06:57,168,,,,,,,,,
,00:06:58,167,,,,,,,,,
,00:06:59,168,,,,,,,,,
,00:07:00,167,,,,,,,,,
,00:07:01,167,,,,,,,,,
,00:07:02,168,,,,,,,,,
,00:07:03,167,,,,,,,,,
,00:07:04,167,,,,,,,,,
,00:07:05,167,,,,,,,,,
,00:07:06,167,,,,,,,,,
,00:07:07,167,,,,,,,,,
,00:07:08,167,,,,,,,,,
,00:07:09,167,,,,,,,,,
,00:07:10,168,,,,,,,,,
,00:07:11,168,,,,,,,,,
,00:07:12,167,,,,,,,,,
,00:07:13,168,,,,,,,,,
,00:07:14,167,,,,,,,,,
,00:07:15,167,,,,,,,,,
,00:07:16,167,,,,,,,,,
,00:07:17,167,,,,,,,,,
,00:07:18,167,,,,,,,,,
,00:07:19,167,,,,,,,,,
,00:07:20,167,,,,,,,,,
,00:07:21,167,,,,,,,,,
,00:07:22,166,,,,,,,,,
,00:07:23,167,,,,,,,,,
,00:07:24,167,,,,,,,,,
,00:07:25,167,,,,,,,,,
,00:07:26,167,,,,,,,,,
,00:07:27,167,,,,,,,,,
,00:07:28,167,,,,,,,,,
,00:07:29,167,,,,,,,,,
,00:07:30,167,,,,,,,,,
,00:07:31,167,,,,,,,,,
,00:07:32,167,,,,,,,,,
,00:07:33,167,,,,,,,,,
,00:07:34,167,,,,,,,,,
,00:07:35,167,,,,,,,,,
,00:07:36,167,,,,,,,,,
,00:07:37,167,,,,,,,,,
,00:07:38,166,,,,,,,,,
,00:07:39,166,,,,,,,,,
,00:07:40,166,,,,,,,,,
,00:07:41,166,,,,,,,,,
,00:07:42,166,,,,,,,,,
,00:07:43,166,,,,,,,,,
,00:07:44,166,,,,,,,,,
,00:07:45,165,,,,,,,,,
,00:07:46,165,,,,,,,,,
,00:07:47,165,,,,,,,,,
,00:07:48,165,,,,,,,,,
,00:07:49,165,,,,,,,,,
,00:07:50,165,,,,,,,,,
,00:07:51,165,,,,,,,,,
,00:07:52,165,,,,,,,,,
,00:07:53,165,,,,,,,,,
,00:07:54,165,,,,,,,,,
,00:07:55,165,,,,,,,,,
,00:07:56,165,,,,,,,,,
,00:07:57,165,,,,,,,,,
,00:07:58,165,,,,,,,,,
,00:07:59,166,,,,,,,,,
,00:08:00,166,,,,,,,,,
,00:08:01,166,,,,,,,,,
,00:08:02,166,,,,,,,,,
,00:08:03,166,,,,,,,,,
,00:08:04,166,,,,,,,,,
,00:08:05,167,,,,,,,,,
,00:08:06,167,,,,,,,,,
,00:08:07,167,,,,,,,,,
,00:08:08,167,,,,,,,,,
,00:08:09,167,,,,,,,,,
,00:08:10,167,,,,,,,,,
,00:08:11,167,,,,,,,,,
,00:08:12,167,,,,,,,,,
,00:08:13,167,,,,,,,,,
,00:08:14,167,,,,,,,,,
,00:08:15,167,,,,,,,,,
,00:08:16,168,,,,,,,,,
,00:08:17,168,,,,,,,,,
,00:08:18,168,,,,,,,,,
,00:08:19,168,,,,,,,,,
,00:08:20,168,,,,,,,,,
,00:08:21,168,,,,,,,,,
,00:08:22,168,,,,,,,,,
,00:08:23,168,,,,,,,,,
,00:08:24,167,,,,,,,,,
,00:08:25,167,,,,,,,,,
,00:08:26,167,,,,,,,,,
,00:08:27,167,,,,,,,,,
,00:08:28,167,,,,,,,,,
,00:08:29,168,,,,,,,,,
,00:08:30,167,,,,,,,,,
,00:08:31,168,,,,,,,,,
,00:08:32,167,,,,,,,,,
,00:08:33,167,,,,,,,,,
,00:08:34,167,,,,,,,,,
,00:08:35,167,,,,,,,,,
,00:08:36,167,,,,,,,,,
,00:08:37,167,,,,,,,,,
,00:08:38,167,,,,,,,,,
,00:08:39,167,,,,,,,,,
,00:08:40,167,,,,,,,,,
,00:08:41,167,,,,,,,,,
,00:08:42,167,,,,,,,,,
,00:08:43,167,,,,,,,,,
,00:08:44,168,,,,,,,,,
,00:08:45,167,,,,,,,,,
,00:08:46,168,,,,,,,,,
,00:08:47,168,,,,,,,,,
,00:08:48,168,,,,,,,,,
,00:08:49,168,,,,,,,,,
,00:08:50,168,,,,,,,,,
,00:08:51,167,,,,,,,,,
,00:08:52,168,,,,,,,,,
,00:08:53,168,,,,,,,,,
,00:08:54,168,,,,,,,,,
,00:08:55,168,,,,,,,,,
,00:08:56,168,,,,,,,,,
,00:08:57,169,,,,,,,,,
,00:08:58,169,,,,,,,,,
,00:08:59,169,,,,,,,,,
,00:09:00,169,,,,,,,,,
,00:09:01,169,,,,,,,,,
,00:09:02,169,,,,,,,,,
,00:09:03,169,,,,,,,,,
,00:09:04,169,,,,,,,,,
,00:09:05,169,,,,,,,,,
,00:09:06,168,,,,,,,,,
,00:09:07,169,,,,,,,,,
,00:09:08,168,,,,,,,,,
,00:09:09,169,,,,,,,,,
,00:09:10,169,,,,,,,,,
,00:09:11,169,,,,,,,,,
,00:09:12,169,,,,,,,,,
,00:09:13,169,,,,,,,,,
,00:09:14,169,,,,,,,,,
,00:09:15,169,,,,,,,,,
,00:09:16,169,,,,,,,,,
,00:09:17,169,,,,,,,,,
,00:09:18,169,,,,,,,,,
,00:09:19,169,,,,,,,,,
,00:09:20,169,,,,,,,,,
,00:09:21,169,,,,,,,,,
,00:09:22,169,,,,,,,,,
,00:09:23,169,,,,,,,,,
,00:09:24,169,,,,,,,,,
,00:09:25,168,,,,,,,,,
,00:09:26,169,,,,,,,,,
,00:09:27,168,,,,,,,,,
,00:09:28,168,,,,,,,,,
,00:09:29,168,,,,,,,,,
,00:09:30,168,,,,,,,,,
,00:09:31,168,,,,,,,,,
,00:09:32,169,,,,,,,,,
,00:09:33,169,,,,,,,,,
,00:09:34,169,,,,,,,,,
,00:09:35,169,,,,,,,,,
,00:09:36,169,,,,,,,,,
,00:09:37,169,,,,,,,,,
,00:09:38,169,,,,,,,,,
,00:09:39,169,,,,,,,,,
,00:09:40,169,,,,,,,,,
,00:09:41,169,,,,,,,,,
,00:09:42,169,,,,,,,,,
,00:09:43,169,,,,,,,,,
,00:09:44,169,,,,,,,,,
,00:09:45,169,,,,,,,,,
,00:09:46,169,,,,,,,,,
,00:09:47,169,,,,,,,,,
,00:09:48,169,,,,,,,,,
,00:09:49,169,,,,,,,,,
,00:09:50,169,,,,,,,,,
,00:09:51,170,,,,,,,,,
,00:09:52,170,,,,,,,,,
,00:09:53,169,,,,,,,,,
,00:09:54,169,,,,,,,,,
,00:09:55,169,,,,,,,,,
,00:09:56,170,,,,,,,,,
,00:09:57,169,,,,,,,,,
,00:09:58,169,,,,,,,,,
,00:09:59,169,,,,,,,,,
,00:10:00,169,,,,,,,,,
,00:10:01,169,,,,,,,,,
,00:10:02,169,,,,,,,,,
,00:10:03,168,,,,,,,,,
,00:10:04,168,,,,,,,,,
,00:10:05,168,,,,,,,,,
,00:10:06,168,,,,,,,,,
,00:10:07,168,,,,,,,,,
,00:10:08,168,,,,,,,,,
,00:10:09,168,,,,,,,,,
,00:10:10,168,,,,,,,,,
,00:10:11,168,,,,,,,,,
,00:10:12,168,,,,,,,,,
,00:10:13,168,,,,,,,,,
,00:10:14,169,,,,,,,,,
,00:10:15,169,,,,,,,,,
,00:10:16,169,,,,,,,,,
,00:10:17,169,,,,,,,,,
,00:10:18,169,,,,,,,,,
,00:10:19,169,,,,,,,,,
,00:10:20,169,,,,,,,,,
,00:10:21,169,,,,,,,,,
,00:10:22,169,,,,,,,,,
,00:10:23,169,,,,,,,,,
,00:10:24,169,,,,,,,,,
,00:10:25,169,,,,,,,,,
,00:10:26,169,,,,,,,,,
,00:10:27,169,,,,,,,,,
,00:10:28,169,,,,,,,,,
,00:10:29,169,,,,,,,,,
,00:10:30,169,,,,,,,,,
,00:10:31,169,,,,,,,,,
,00:10:32,169,,,,,,,,,
,00:10:33,169,,,,,,,,,
,00:10:34,169,,,,,,,,,
,00:10:35,169,,,,,,,,,
,00:10:36,169,,,,,,,,,
,00:10:37,169,,,,,,,,,
,00:10:38,169,,,,,,,,,
,00:10:39,169,,,,,,,,,
,00:10:40,169,,,,,,,,,
,00:10:41,169,,,,,,,,,
,00:10:42,170,,,,,,,,,
,00:10:43,170,,,,,,,,,
,00:10:44,170,,,,,,,,,
,00:10:45,169,,,,,,,,,
,00:10:46,170,,,,,,,,,
,00:10:47,169,,,,,,,,,
,00:10:48,170,,,,,,,,,
,00:10:49,169,,,,,,,,,
,00:10:50,170,,,,,,,,,
,00:10:51,170,,,,,,,,,
,00:10:52,170,,,,,,,,,
,00:10:53,170,,,,,,,,,
,00:10:54,170,,,,,,,,,
,00:10:55,169,,,,,,,,,
,00:10:56,169,,,,,,,,,
,00:10:57,169,,,,,,,,,
,00:10:58,169,,,,,,,,,
,00:10:59,169,,,,,,,,,
,00:11:00,170,,,,,,,,,
,00:11:01,170,,,,,,,,,
,00:11:02,170,,,,,,,,,
,00:11:03,170,,,,,,,,,
,00:11:04,170,,,,,,,,,
,00:11:05,171,,,,,,,,,
,00:11:06,171,,,,,,,,,
,00:11:07,171,,,,,,,,,
,00:11:08,171,,,,,,,,,
,00:11:09,171,,,,,,,,,
,00:11:10,171,,,,,,,,,
,00:11:11,171,,,,,,,,,
,00:11:12,171,,,,,,,,,
,00:11:13,171,,,,,,,,,
,00:11:14,171,,,,,,,,,
,00:11:15,171,,,,,,,,,
,00:11:16,171,,,,,,,,,
,00:11:17,171,,,,,,,,,
,00:11:18,170,,,,,,,,,
,00:11:19,170,,,,,,,,,
,00:11:20,170,,,,,,,,,
,00:11:21,170,,,,,,,,,
,00:11:22,170,,,,,,,,,
,00:11:23,170,,,,,,,,,
,00:11:24,170,,,,,,,,,
,00:11:25,170,,,,,,,,,
,00:11:26,170,,,,,,,,,
,00:11:27,170,,,,,,,,,
,00:11:28,169,,,,,,,,,
,00:11:29,169,,,,,,,,,
,00:11:30,170,,,,,,,,,
,00:11:31,170,,,,,,,,,
,00:11:32,169,,,,,,,,,
,00:11:33,170,,,,,,,,,
,00:11:34,169,,,,,,,,,
,00:11:35,170,,,,,,,,,
,00:11:36,169,,,,,,,,,
,00:11:37,170,,,,,,,,,
,00:11:38,169,,,,,,,,,
,00:11:39,169,,,,,,,,,
,00:11:40,169,,,,,,,,,
,00:11:41,169,,,,,,,,,
,00:11:42,168,,,,,,,,,
,00:11:43,168,,,,,,,,,
,00:11:44,169,,,,,,,,,
,00:11:45,169,,,,,,,,,
,00:11:46,169,,,,,,,,,
,00:11:47,169,,,,,,,,,
,00:11:48,169,,,,,,,,,
,00:11:49,169,,,,,,,,,
,00:11:50,169,,,,,,,,,
,00:11:51,169,,,,,,,,,
,00:11:52,169,,,,,,,,,
,00:11:53,169,,,,,,,,,
,00:11:54,169,,,,,,,,,
,00:11:55,170,,,,,,,,,
,00:11:56,170,,,,,,,,,
,00:11:57,170,,,,,,,,,
,00:11:58,170,,,,,,,,,
,00:11:59,170,,,,,,,,,
,00:12:00,170,,,,,,,,,
,00:12:01,171,,,,,,,,,
,00:12:02,171,,,,,,,,,
,00:12:03,171,,,,,,,,,
,00:12:04,171,,,,,,,,,
,00:12:05,171,,,,,,,,,
,00:12:06,171,,,,,,,,,
,00:12:07,171,,,,,,,,,
,00:12:08,171,,,,,,,,,
,00:12:09,172,,,,,,,,,
,00:12:10,172,,,,,,,,,
,00:12:11,172,,,,,,,,,
,00:12:12,171,,,,,,,,,
,00:12:13,172,,,,,,,,,
,00:12:14,172,,,,,,,,,
,00:12:15,171,,,,,,,,,
,00:12:16,171,,,,,,,,,
,00:12:17,171,,,,,,,,,
,00:12:18,171,,,,,,,,,
,00:12:19,171,,,,,,,,,
